voter_id,film_title,film_url,film_id,film_year,film_director
558,Beshkempir,https://www2.bfi.org.uk/films-tv-people/4ce2b7fd6185b,4ce2b7fd6185b,1998,Aktan Arym Kubat
558,Gabbeh,https://www2.bfi.org.uk/films-tv-people/4ce2b7ee0f12e,4ce2b7ee0f12e,1996,Mohsen Makhmalbaf
558,Land of Fathers,https://www2.bfi.org.uk/films-tv-people/4ce2b78f168f3,4ce2b78f168f3,1966,Shaken Aimanov
558,"Matrix, The",https://www2.bfi.org.uk/films-tv-people/4ce2b81295544,4ce2b81295544,1999,Andy Wachowski/Lana Wachowski
558,Modern Times,https://www2.bfi.org.uk/films-tv-people/4ce2b6bbbf1e2,4ce2b6bbbf1e2,1936,Charles Chaplin
558,Nights of Cabiria,https://www2.bfi.org.uk/films-tv-people/4ce2b8331649f,4ce2b8331649f,1957,Federico Fellini
558,Rashomon,https://www2.bfi.org.uk/films-tv-people/4ce2b6b3ec3fe,4ce2b6b3ec3fe,1950,Akira Kurosawa
558,Solaris,https://www2.bfi.org.uk/films-tv-people/4ce2b6b657a6a,4ce2b6b657a6a,1972,Andrei Tarkovsky
558,"Spring, Summer, Fall, Winter and Spring…",https://www2.bfi.org.uk/films-tv-people/4ce2b89a9ee7b,4ce2b89a9ee7b,2003,Kim Ki-Duk
558,Wild Strawberries,https://www2.bfi.org.uk/films-tv-people/4ce2b6b6466ce,4ce2b6b6466ce,1957,Ingmar Bergman
1033,Barry Lyndon,https://www2.bfi.org.uk/films-tv-people/4ce2b6bc285f7,4ce2b6bc285f7,1975,Stanley Kubrick
1033,"Death of Mr Lazarescu, The",https://www2.bfi.org.uk/films-tv-people/4ce2b8b181b6e,4ce2b8b181b6e,2005,Cristi Puiu
1033,"Enigma of Kaspar Hauser, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6ad87c49,4ce2b6ad87c49,1974,Werner Herzog
1033,Hidden,https://www2.bfi.org.uk/films-tv-people/4ce2b8b17e6c2,4ce2b8b17e6c2,2004,Michael Haneke
1033,"Killing of a Chinese Bookie, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6ae11be2,4ce2b6ae11be2,1976,John Cassavetes
1033,"Man Escaped, A",https://www2.bfi.org.uk/films-tv-people/4ce2b6a7da289,4ce2b6a7da289,1956,Robert Bresson
1033,"Match Factory Girl, The",https://www2.bfi.org.uk/films-tv-people/4ce2b7a386c30,4ce2b7a386c30,1990,Aki Kaurismaki
1033,Mirror,https://www2.bfi.org.uk/films-tv-people/4ce2b6bb90873,4ce2b6bb90873,1974,Andrei Tarkovsky
1033,My Childhood,https://www2.bfi.org.uk/films-tv-people/4ce2b6b10e49d,4ce2b6b10e49d,1972,Bill Douglas
1033,"Silence, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b94a861,4ce2b6b94a861,1963,Ingmar Bergman
316,2001: A Space Odyssey,https://www2.bfi.org.uk/films-tv-people/4ce2b6b9450a5,4ce2b6b9450a5,1968,Stanley Kubrick
316,Andrei Rublev,https://www2.bfi.org.uk/films-tv-people/4ce2b6b7433c1,4ce2b6b7433c1,1966,Andrei Tarkovsky
316,Barton Fink,https://www2.bfi.org.uk/films-tv-people/4ce2b7a7c7114,4ce2b7a7c7114,1991,Joel & Ethan Coen
316,Blade Runner,https://www2.bfi.org.uk/films-tv-people/4ce2b69ac89d8,4ce2b69ac89d8,1982,Ridley Scott
316,Blow Up,https://www2.bfi.org.uk/films-tv-people/4ce2b6f695fc4,4ce2b6f695fc4,1966,Michelangelo Antonioni
316,"Discreet Charm of the Bourgeoisie, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6a76bf31,4ce2b6a76bf31,1972,Luis Buñuel
316,Don't Look Now,https://www2.bfi.org.uk/films-tv-people/4ce2b6a91da80,4ce2b6a91da80,1973,Nicolas Roeg
316,Man with a Movie Camera,https://www2.bfi.org.uk/films-tv-people/4ce2b6a21d217,4ce2b6a21d217,1929,Dziga Vertov
316,Masculin Féminin,https://www2.bfi.org.uk/films-tv-people/4ce2b6b0155c4,4ce2b6b0155c4,1966,Jean-Luc Godard
316,Mulholland Dr,https://www2.bfi.org.uk/films-tv-people/4ce2b8379038e,4ce2b8379038e,2001,David Lynch
1090,"Aguirre, Wrath of God",https://www2.bfi.org.uk/films-tv-people/4ce2b6a54c395,4ce2b6a54c395,1972,Werner Herzog
1090,Apocalypse Now,https://www2.bfi.org.uk/films-tv-people/4ce2b69562aa2,4ce2b69562aa2,1979,Francis Ford Coppola
1090,Killer of Sheep,https://www2.bfi.org.uk/films-tv-people/4ce2b736ee9c0,4ce2b736ee9c0,1977,Charles Burnett
1090,Memories of Underdevelopment,https://www2.bfi.org.uk/films-tv-people/4ce2b6b03bb00,4ce2b6b03bb00,1968,Tomás Gutiérrez Alea
1090,"Pawnbroker, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b2bba54,4ce2b6b2bba54,1964,Sydney Lumet
1090,Saraband,https://www2.bfi.org.uk/films-tv-people/4ce2b885c2f81,4ce2b885c2f81,2003,Ingmar Bergman
1090,"Short Film About Killing, A",https://www2.bfi.org.uk/films-tv-people/4ce2b7972a879,4ce2b7972a879,1987,Krzysztof Kieslowski
1090,"Spirit of the Beehive, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6a99de5f,4ce2b6a99de5f,1973,Víctor Erice
1090,Underground,https://www2.bfi.org.uk/films-tv-people/4ce2b7cb624b7,4ce2b7cb624b7,1995,Emir Kusturica
1090,Yeelen,https://www2.bfi.org.uk/films-tv-people/4ce2b79d52351,4ce2b79d52351,1987,Souleymane Cisse
624,"Atalante, L'",https://www2.bfi.org.uk/films-tv-people/4ce2b6a439bc9,4ce2b6a439bc9,1934,Jean Vigo
624,"Colour of Pomegranates, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6e73c109,4ce2b6e73c109,1968,Sergei Parajanov
624,"Exterminating Angel, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b995895,4ce2b6b995895,1962,Luis Buñuel
624,Happy Together,https://www2.bfi.org.uk/films-tv-people/4ce2b803e5b2f,4ce2b803e5b2f,1997,Wong Kar Wai
624,Kaos,https://www2.bfi.org.uk/films-tv-people/4ce2b7338af44,4ce2b7338af44,1984,Paolo and Vittorio Taviani
624,"Night of the Hunter, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b185765,4ce2b6b185765,1955,Charles Laughton
624,Once Upon a Time in America,https://www2.bfi.org.uk/films-tv-people/4ce2b6e31e32e,4ce2b6e31e32e,1983,Sergio Leone
624,Seven Samurai,https://www2.bfi.org.uk/films-tv-people/4ce2b6b5b6382,4ce2b6b5b6382,1954,Akira Kurosawa
624,"Son, The",https://www2.bfi.org.uk/films-tv-people/4ce2b872dd8ff,4ce2b872dd8ff,2002,Jean-Pierre Dardenne/Luc Dardenne
624,Spirited Away,https://www2.bfi.org.uk/films-tv-people/4ce2b83f86eb2,4ce2b83f86eb2,2001,Miyazaki Hayao
444,Bande à part,https://www2.bfi.org.uk/films-tv-people/4ce2b6a48ca02,4ce2b6a48ca02,1964,Jean-Luc Godard
444,Blue Velvet,https://www2.bfi.org.uk/films-tv-people/4ce2b6f6c85c4,4ce2b6f6c85c4,1986,David Lynch
444,Do The Right Thing,https://www2.bfi.org.uk/films-tv-people/4ce2b794e6dfb,4ce2b794e6dfb,1989,Spike Lee
444,"dolce vita, La",https://www2.bfi.org.uk/films-tv-people/4ce2b6a90d39d,4ce2b6a90d39d,1960,Federico Fellini
444,Downfall Reworked for YouTube,,,,Oliver Hirschbiegel
444,"Outsiders, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6c39c104,4ce2b6c39c104,1983,Francis Ford Coppola
444,Pakeezah,https://www2.bfi.org.uk/films-tv-people/4ce2b75403504,4ce2b75403504,1972,Kamal Amrohi
444,Psycho,https://www2.bfi.org.uk/films-tv-people/4ce2b6b39fc24,4ce2b6b39fc24,1960,Alfred Hitchcock
444,Raging Bull,https://www2.bfi.org.uk/films-tv-people/4ce2b6bf2249d,4ce2b6bf2249d,1980,Martin Scorsese
444,Sweet Smell of Success,https://www2.bfi.org.uk/films-tv-people/4ce2b6b774f0f,4ce2b6b774f0f,1957,Alexander Mackendrick
855,"Apartment, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6c010eb7,4ce2b6c010eb7,1960,Billy Wilder
855,"Asphalt Jungle, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6c04cde4,4ce2b6c04cde4,1950,John Huston
855,"Best Years of Our Lives, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6bf4befa,4ce2b6bf4befa,1946,William Wyler
855,Citizen Kane,https://www2.bfi.org.uk/films-tv-people/4ce2b6a7a801b,4ce2b6a7a801b,1941,Orson Welles
855,Cluny Brown,https://www2.bfi.org.uk/films-tv-people/4ce2b6a7bab4b,4ce2b6a7bab4b,1946,Ernst Lubitsch
855,Hannah and Her Sisters,https://www2.bfi.org.uk/films-tv-people/4ce2b7234f9b8,4ce2b7234f9b8,1986,Woody Allen
855,Kotch,https://www2.bfi.org.uk/films-tv-people/4ce2b6ae48730,4ce2b6ae48730,1971,Jack Lemmon
855,"Jour se Leve, Le",https://www2.bfi.org.uk/films-tv-people/4ce2b6adaff92,4ce2b6adaff92,1939,Marcel Carné
855,Red River,https://www2.bfi.org.uk/films-tv-people/4ce2b6b416034,4ce2b6b416034,1947,Howard Hawks/Arthur Rosson
855,Twelve O'Clock High,https://www2.bfi.org.uk/films-tv-people/4ce2b6b92a9f0,4ce2b6b92a9f0,1949,Henry King
1115,A nos Amours,https://www2.bfi.org.uk/films-tv-people/4ce2b69a3415f,4ce2b69a3415f,1983,Maurice Pialat
1115,Alphaville,https://www2.bfi.org.uk/films-tv-people/4ce2b6eadf87b,4ce2b6eadf87b,1965,Jean-Luc Godard
1115,Belle de Jour,https://www2.bfi.org.uk/films-tv-people/4ce2b6a59d655,4ce2b6a59d655,1967,Luis Buñuel
1115,"Clockwork Orange, A",https://www2.bfi.org.uk/films-tv-people/4ce2b6a7b69f6,4ce2b6a7b69f6,1971,Stanley Kubrick
1115,"Lovers on the Bridge, The",https://www2.bfi.org.uk/films-tv-people/4ce2b79c26d23,4ce2b79c26d23,1991,Leos Carax
1115,Mirror,https://www2.bfi.org.uk/films-tv-people/4ce2b6bb90873,4ce2b6bb90873,1974,Andrei Tarkovsky
1115,Mouchette,https://www2.bfi.org.uk/films-tv-people/4ce2b6b0d7f12,4ce2b6b0d7f12,1966,Robert Bresson
1115,Opening Night,https://www2.bfi.org.uk/films-tv-people/4ce2b6bedc2bb,4ce2b6bedc2bb,1977,John Cassavetes
1115,"River, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b46ab2d,4ce2b6b46ab2d,1951,Jean Renoir
1115,"Salo, or The 120 Days of Sodom",https://www2.bfi.org.uk/films-tv-people/4ce2b6b4ead96,4ce2b6b4ead96,1975,Pier Paolo Pasolini
886,"Adversary, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b36514c,4ce2b6b36514c,1971,Satyajit Ray
886,"Bogey-Man, The",https://www2.bfi.org.uk/films-tv-people/4ce2b735ec7cc,4ce2b735ec7cc,1980,Govindan Aravindan
886,Close-Up,https://www2.bfi.org.uk/films-tv-people/4ce2b7a39630e,4ce2b7a39630e,1989,Abbas Kiarostami
886,"End of Summer, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6ae3a9a9,4ce2b6ae3a9a9,1961,Ozu Yasujirô 
886,"Golden Thread, The",https://www2.bfi.org.uk/films-tv-people/4ce2b7757d932,4ce2b7757d932,1965,Ritwik Ghatak
886,Mirror,https://www2.bfi.org.uk/films-tv-people/4ce2b6bb90873,4ce2b6bb90873,1974,Andrei Tarkovsky
886,Nanami: Inferno of First Love,https://www2.bfi.org.uk/films-tv-people/4ce2b6abe18b0,4ce2b6abe18b0,1968,Hani Susumi
886,Pale Flower,https://www2.bfi.org.uk/films-tv-people/4ce2b6ade691d,4ce2b6ade691d,1964,Shinoda Mashiro
886,Unsere Afrikareise,https://www2.bfi.org.uk/films-tv-people/4ce2b6d46b377,4ce2b6d46b377,1961,Peter Kubelka
886,Veronika Voss,https://www2.bfi.org.uk/films-tv-people/4ce2b7691925a,4ce2b7691925a,1982,Rainer Werner Fassbinder
704,"Arguments and a Story or Reason, Debate and a Tale",https://www2.bfi.org.uk/films-tv-people/4ce2b732a9e56,4ce2b732a9e56,1974,Ritwik Ghatak
704,"Colour of Pomegranates, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6e73c109,4ce2b6e73c109,1968,Sergei Parajanov
704,"Crucified Lovers, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6a785eda,4ce2b6a785eda,1954,Mizoguchi Kenji
704,Gyakushu Gokumon Toride/Les Paysans opprimés,,,,Tomu Uchida
704,Not Reconciled,https://www2.bfi.org.uk/films-tv-people/4ce2b74c919fc,4ce2b74c919fc,1965,Jean-Marie Straub/Danièle Huillet
704,Numéro deux,https://www2.bfi.org.uk/films-tv-people/4ce2b6beccfbf,4ce2b6beccfbf,1975,Jean-Luc Godard/Anne-Marie Miéville
704,"Painted Lady, The",https://www2.bfi.org.uk/films-tv-people/4ce2b79803e0f,4ce2b79803e0f,1912,D.W. Griffith
704,"Satin Slipper, The",https://www2.bfi.org.uk/films-tv-people/4ce2b76fc1c8d,4ce2b76fc1c8d,1985,Manoel de Oliveira
704,Stagecoach,https://www2.bfi.org.uk/films-tv-people/4ce2b6b727a8b,4ce2b6b727a8b,1939,John Ford
704,"Union of the Great Cause, The",https://www2.bfi.org.uk/films-tv-people/4ce2b7999fb6e,4ce2b7999fb6e,1927,Kozintsev and Leonid Trauberg
1046,"4 months, 3 weeks and 2 days",,,,Cristian Mungiu
1046,Breaking the Waves,https://www2.bfi.org.uk/films-tv-people/4ce2b7e2b963d,4ce2b7e2b963d,1996,Lars von Trier
1046,Close-Up,https://www2.bfi.org.uk/films-tv-people/4ce2b7a39630e,4ce2b7a39630e,1989,Abbas Kiarostami
1046,Down By Law,https://www2.bfi.org.uk/films-tv-people/4ce2b70e49bb7,4ce2b70e49bb7,1986,Jim Jarmusch
1046,Funny Games,https://www2.bfi.org.uk/films-tv-people/4ce2b7fac7dc2,4ce2b7fac7dc2,1997,Michael Haneke
1046,Head-On,https://www2.bfi.org.uk/films-tv-people/4ce2b8a2b0940,4ce2b8a2b0940,2003,Fatih Akin
1046,In The Mood For Love,https://www2.bfi.org.uk/films-tv-people/4ce2b8485aac9,4ce2b8485aac9,2000,Wong Kar Wai
1046,"Man Without a Past, The",https://www2.bfi.org.uk/films-tv-people/4ce2b878c0175,4ce2b878c0175,2002,Aki Kaurismäki
1046,"Simple Even, A",https://www2.bfi.org.uk/films-tv-people/4ce2b6bb4d775,4ce2b6bb4d775,1973,Sohrab Shahid-Saless
1046,Songs from the Second Floor,https://www2.bfi.org.uk/films-tv-people/4ce2b81d77d71,4ce2b81d77d71,2000,Roy Andersson
1081,"Bicycle Thieves, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6ae61fec,4ce2b6ae61fec,1948,Vittorio de Sica
1081,Children of Heaven,https://www2.bfi.org.uk/films-tv-people/4ce2b809afdfd,4ce2b809afdfd,1997,Majid Majidi
1081,Cinema Paradiso,https://www2.bfi.org.uk/films-tv-people/4ce2b797b6e41,4ce2b797b6e41,1988,Giuseppe Tornatore
1081,"Earth, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6edbea40,4ce2b6edbea40,1969,Youssef Chahine
1081,"Godfather: Part I, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6ab4237b,4ce2b6ab4237b,1972,Francis Ford Coppola
1081,"Hours, The",https://www2.bfi.org.uk/films-tv-people/4ce2b864d95e5,4ce2b864d95e5,2002,Stephen Daldry
1081,No Country for Old Men,https://www2.bfi.org.uk/films-tv-people/4ce2b8c3465ff,4ce2b8c3465ff,2007,Joel & Ethan Coen
1081,"Separation, A",https://www2.bfi.org.uk/films-tv-people/4f4b8b7e5ef90,4f4b8b7e5ef90,2011,Asghar Farhadi
1081,There Will Be Blood,https://www2.bfi.org.uk/films-tv-people/4ce2b8c6518bb,4ce2b8c6518bb,2007,Paul Thomas Anderson
1081,"Tree of Life, The",https://www2.bfi.org.uk/films-tv-people/4f4b8bf00dfa0,4f4b8bf00dfa0,2010,Terrence Malick
785,Citizen Kane,https://www2.bfi.org.uk/films-tv-people/4ce2b6a7a801b,4ce2b6a7a801b,1941,Orson Welles
785,City Lights,https://www2.bfi.org.uk/films-tv-people/4ce2b6bbb8e51,4ce2b6bbb8e51,1931,Charles Chaplin
785,My Darling Clementine,https://www2.bfi.org.uk/films-tv-people/4ce2b6b10f03e,4ce2b6b10f03e,1946,John Ford
785,Eight Deadly Shots,https://www2.bfi.org.uk/films-tv-people/4ce2b6adcfa6a,4ce2b6adcfa6a,1972,Mikko Niskanen
785,Jules et Jim,https://www2.bfi.org.uk/films-tv-people/4ce2b6adb948c,4ce2b6adb948c,1962,François Truffaut
785,Mirror,https://www2.bfi.org.uk/films-tv-people/4ce2b6bb90873,4ce2b6bb90873,1974,Andrei Tarkovsky
785,"Règle du jeu, La",https://www2.bfi.org.uk/films-tv-people/4ce2b6b41d658,4ce2b6b41d658,1939,Jean Renoir
785,Sansho Dayu,https://www2.bfi.org.uk/films-tv-people/4ce2b6b50a0d5,4ce2b6b50a0d5,1954,Mizoguchi Kenji
785,Spirited Away,https://www2.bfi.org.uk/films-tv-people/4ce2b83f86eb2,4ce2b83f86eb2,2001,Miyazaki Hayao
785,Wild Strawberries,https://www2.bfi.org.uk/films-tv-people/4ce2b6b6466ce,4ce2b6b6466ce,1957,Ingmar Bergman
364,"collectionneuse, La",https://www2.bfi.org.uk/films-tv-people/4ce2b6a7c319e,4ce2b6a7c319e,1966,Eric Rohmer
364,Happy Together,https://www2.bfi.org.uk/films-tv-people/4ce2b803e5b2f,4ce2b803e5b2f,1997,Wong Kar Wai
364,"Host, The",https://www2.bfi.org.uk/films-tv-people/4ce2b8bca3e47,4ce2b8bca3e47,2006,Bong Joon-ho
364,"Libertad, La",https://www2.bfi.org.uk/films-tv-people/4ce2b8650231b,4ce2b8650231b,2001,Lisandro Alonso
364,Love Streams,https://www2.bfi.org.uk/films-tv-people/4ce2b6e742567,4ce2b6e742567,1984,John Cassavetes
364,Once Upon a Time in America,https://www2.bfi.org.uk/films-tv-people/4ce2b6e31e32e,4ce2b6e31e32e,1983,Sergio Leone
364,Sátántangó,https://www2.bfi.org.uk/films-tv-people/4ce2b7d2993a2,4ce2b7d2993a2,1994,Béla Tarr
364,Sisters,https://www2.bfi.org.uk/films-tv-people/4ce2b695532d5,4ce2b695532d5,1972,Brian De Palma
364,Two-Lane Blacktop,https://www2.bfi.org.uk/films-tv-people/4ce2b6b93e9f8,4ce2b6b93e9f8,1971,Monte Hellman
364,Vivre Sa Vie,https://www2.bfi.org.uk/films-tv-people/4ce2b6ba057c9,4ce2b6ba057c9,1962,Jean-Luc Godard
247,Blue Velvet,https://www2.bfi.org.uk/films-tv-people/4ce2b6f6c85c4,4ce2b6f6c85c4,1986,David Lynch
247,Citizen Kane,https://www2.bfi.org.uk/films-tv-people/4ce2b6a7a801b,4ce2b6a7a801b,1941,Orson Welles
247,Johnny Guitar,https://www2.bfi.org.uk/films-tv-people/4ce2b6ada35e2,4ce2b6ada35e2,1954,Nicholas Ray
247,"Life and Death of Colonel Blimp, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6e31bcf4,4ce2b6e31bcf4,1943,Michael Powell/Emeric Pressburger
247,"Night of the Hunter, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b185765,4ce2b6b185765,1955,Charles Laughton
247,Once Upon a Time in the West,https://www2.bfi.org.uk/films-tv-people/4ce2b6a754af6,4ce2b6a754af6,1968,Sergio Leone
247,Port of Shadows,https://www2.bfi.org.uk/films-tv-people/4ce2b6b3b220d,4ce2b6b3b220d,1938,Marcel Carné
247,Sunset Blvd.,https://www2.bfi.org.uk/films-tv-people/4ce2b6b757144,4ce2b6b757144,1950,Billy Wilder
247,"Third Man, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b824610,4ce2b6b824610,1949,Carol Reed
247,Tol'able David,https://www2.bfi.org.uk/films-tv-people/4ce2b6a5c0ef0,4ce2b6a5c0ef0,1921,Henry King
600,Entuziazm: Simfoniya Donbassa,https://www2.bfi.org.uk/films-tv-people/4ce2b6bf52b16,4ce2b6bf52b16,1931,Dziga Vertov
600,Fort Apache,https://www2.bfi.org.uk/films-tv-people/4ce2b6aa79614,4ce2b6aa79614,1948,John Ford
600,Othon,https://www2.bfi.org.uk/films-tv-people/4ce2b78e0bcf5,4ce2b78e0bcf5,1969,Jean-Marie Straub/Danièle Huillet
600,"Maman et la putain, La",https://www2.bfi.org.uk/films-tv-people/4ce2b73f2ec00,4ce2b73f2ec00,1973,Jean Eustache
600,Out 1,https://www2.bfi.org.uk/films-tv-people/4ce2b753590cb,4ce2b753590cb,1990,Jacques Rivette
600,Ruskin,https://www2.bfi.org.uk/films-tv-people/4ce2b821ef715,4ce2b821ef715,1974,Robert Beavers
600,Six fois deux/Sur et sous la communication,,,,Jean-Luc Godard/Anne-Marie Miéville
600,Tabu,https://www2.bfi.org.uk/films-tv-people/4ce2b6b78bfc0,4ce2b6b78bfc0,1931,F. W. Murnau
600,Vampyr,https://www2.bfi.org.uk/films-tv-people/4ce2b6b9a848b,4ce2b6b9a848b,1932,Carl Theodor Dreyer
600,Vertigo,https://www2.bfi.org.uk/films-tv-people/4ce2b6b9caca4,4ce2b6b9caca4,1958,Alfred Hitchcock
66,"Battle of Algiers, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6f24787d,4ce2b6f24787d,1966,Gillo Pontecorvo
66,Charulata,https://www2.bfi.org.uk/films-tv-people/4ce2b6a76d983,4ce2b6a76d983,1964,Satyajit Ray
66,Crimson Gold,https://www2.bfi.org.uk/films-tv-people/4ce2b896337d8,4ce2b896337d8,2003,Jafar Panahi
66,"Discreet Charm of the Bourgeoisie, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6a76bf31,4ce2b6a76bf31,1972,Luis Buñuel
66,Entranced Earth,https://www2.bfi.org.uk/films-tv-people/4ce2b693a235d,4ce2b693a235d,1967,Glauber Rocha
66,If….,https://www2.bfi.org.uk/films-tv-people/4ce2b72b789cf,4ce2b72b789cf,1968,Lindsay Anderson
66,Osaka Elegy,https://www2.bfi.org.uk/films-tv-people/4ce2b6b13cc5b,4ce2b6b13cc5b,1936,Mizoguchi Kenji
66,"Puppetmaster, The",https://www2.bfi.org.uk/films-tv-people/4ce2b7c8951ef,4ce2b7c8951ef,1993,Hsiao-hsien Hou
66,Rashomon,https://www2.bfi.org.uk/films-tv-people/4ce2b6b3ec3fe,4ce2b6b3ec3fe,1950,Akira Kurosawa
66,Tout va Bien,https://www2.bfi.org.uk/films-tv-people/4ce2b6b8c184c,4ce2b6b8c184c,1972,Jean-Luc Godard/Jean-Pierre Gorin
95,"Atalante, L'",https://www2.bfi.org.uk/films-tv-people/4ce2b6a439bc9,4ce2b6a439bc9,1934,Jean Vigo
95,Citizen Kane,https://www2.bfi.org.uk/films-tv-people/4ce2b6a7a801b,4ce2b6a7a801b,1941,Orson Welles
95,"Discreet Charm of the Bourgeoisie, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6a76bf31,4ce2b6a76bf31,1972,Luis Buñuel
95,"dolce vita, La",https://www2.bfi.org.uk/films-tv-people/4ce2b6a90d39d,4ce2b6a90d39d,1960,Federico Fellini
95,"eclisse, L'",https://www2.bfi.org.uk/films-tv-people/4ce2b6a9624ac,4ce2b6a9624ac,1962,Michelangelo Antonioni
95,In The Mood For Love,https://www2.bfi.org.uk/films-tv-people/4ce2b8485aac9,4ce2b8485aac9,2000,Wong Kar Wai
95,Mirror,https://www2.bfi.org.uk/films-tv-people/4ce2b6bb90873,4ce2b6bb90873,1974,Andrei Tarkovsky
95,"Sun, The",https://www2.bfi.org.uk/films-tv-people/4ce2b8ae95bf1,4ce2b8ae95bf1,2005,Aleksandr Sokurov
95,"White Ribbon, The",https://www2.bfi.org.uk/films-tv-people/4ce2b8d4c824d,4ce2b8d4c824d,2009,Michael Haneke
95,Wild Strawberries,https://www2.bfi.org.uk/films-tv-people/4ce2b6b6466ce,4ce2b6b6466ce,1957,Ingmar Bergman
1200,"400 Blows, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b3b75b7,4ce2b6b3b75b7,1959,François Truffaut
1200,8½,https://www2.bfi.org.uk/films-tv-people/4ce2b6b25bb2b,4ce2b6b25bb2b,1963,Federico Fellini
1200,Amarcord,https://www2.bfi.org.uk/films-tv-people/4ce2b6b4b0e0c,4ce2b6b4b0e0c,1972,Federico Fellini
1200,"Bicycle Thieves, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6ae61fec,4ce2b6ae61fec,1948,Vittorio de Sica
1200,Citizen Kane,https://www2.bfi.org.uk/films-tv-people/4ce2b6a7a801b,4ce2b6a7a801b,1941,Orson Welles
1200,"Discreet Charm of the Bourgeoisie, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6a76bf31,4ce2b6a76bf31,1972,Luis Buñuel
1200,"grande illusion, La",https://www2.bfi.org.uk/films-tv-people/4ce2b6ab6f1c7,4ce2b6ab6f1c7,1937,Jean Renoir
1200,Paths of Glory,https://www2.bfi.org.uk/films-tv-people/4ce2b6b2b629c,4ce2b6b2b629c,1957,Stanley Kubrick
1200,Rashomon,https://www2.bfi.org.uk/films-tv-people/4ce2b6b3ec3fe,4ce2b6b3ec3fe,1950,Akira Kurosawa
1200,"Seventh Seal, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6b61b4e8,4ce2b6b61b4e8,1957,Ingmar Bergman
63,Badlands,https://www2.bfi.org.uk/films-tv-people/4ce2b6a470348,4ce2b6a470348,1973,Terrence Malick
63,Citizen Kane,https://www2.bfi.org.uk/films-tv-people/4ce2b6a7a801b,4ce2b6a7a801b,1941,Orson Welles
63,Cocksucker Blues,https://www2.bfi.org.uk/films-tv-people/4ce2b70275daa,4ce2b70275daa,1979,Robert Frank
63,"Godfather: Part I, The",https://www2.bfi.org.uk/films-tv-people/4ce2b6ab4237b,4ce2b6ab4237b,1972,Francis Ford Coppola
63,"mépris, Le",https://www2.bfi.org.uk/films-tv-people/4ce2b6b049967,4ce2b6b049967,1963,Jean-Luc Godard
63,Metropolis,https://www2.bfi.org.uk/films-tv-people/4ce2b6b0544c6,4ce2b6b0544c6,1927,Fritz Lang
63,Passion of Joan of Arc,https://www2.bfi.org.uk/films-tv-people/4ce2b754db651,4ce2b754db651,1927,Carl Theodor Dreyer
63,Playtime,https://www2.bfi.org.uk/films-tv-people/4ce2b6b3291db,4ce2b6b3291db,1967,Jacques Tati
63,Reisender Krieger,https://www2.bfi.org.uk/films-tv-people/4ce2b76092180,4ce2b76092180,1981,Christian Schocher
63,Vertigo,https://www2.bfi.org.uk/films-tv-people/4ce2b6b9caca4,4ce2b6b9caca4,1958,Alfred Hitchcock
557,All About Eve,https://www2.bfi.org.uk/films-tv-people/4ce2b6a78a11b,4ce2b6a78a11b,1950,Joseph L. Mankiewicz
557,As Tears Go By,https://www2.bfi.org.uk/films-tv-people/4ce2b79ed55f3,4ce2b79ed55f3,1988,Wong Kar Wai
557,Citizen Kane,https://www2.bfi.org.uk/films-tv-people/4ce2b6a7a801b,4ce2b6a7a801b,1941,Orson Welles
557,"Distant Voices, Still Lives",https://www2.bfi.org.uk/films-tv-people/4ce2b79314351,4ce2b79314351,1988,Terence Davies
557,My Own Private Idaho,https://www2.bfi.org.uk/films-tv-people/4ce2b7a30165c,4ce2b7a30165c,1991,Gus van Sant
