film_id,title,director,year,country,genre,film_type,category,actors,alternate_titles
4ce2b6938b54a,O Lucky Man!,,1973,United Kingdom::USA,Comedy::Fantasy,Film,Fiction,Malcolm McDowell::Ralph Richardson::Rachel Roberts,Lucky Man::Coffee Man
4ce2b693a1a98,Le TEMPESTAIRE,Jean Epstein,1947,France,Fantasy,Film,Non Fiction,,
4ce2b693a235d,TERRA EM TRANSE,Glauber Rocha,1967,Brazil,Drama,Film,Fiction,Jardel Filho::José Lewgoy::Glauce Rocha,LAND IN TRANCE::LAND IN TORMENT::LAND IN ANGUISH::EARTH ENTRANCED
4ce2b693a2ab4,T.G.: Psychic Rally in Heaven,Derek Jarman,1981,United Kingdom,Performance,Film,Fiction,Throbbing Gristle::Genesis P. Orridge::Chris Carter,Throbbing Gristle::Psychic Rally in Heaven
4ce2b693b2c90,DOBRO POZHALOVAT,Elem Klimov,1964,USSR,,Film,Fiction,Vitya Kosykh::Evgeny Evstignyev::Lydia Smirnova,NO HOLIDAY FOR INOCHKIN::WELCOME::WELCOME OR NO ENTRY FOR UNAUTHORISED PERSONS
4ce2b693c9d98,The Draughtsman's Contract,,1982,United Kingdom,Period drama,Film,Fiction,Anthony Higgins::Janet Suzman::Anne Louise Lambert,Meurtre Dans Un Jardin Anglais::Der Kontrakt Des Zeichners
4ce2b693ce4b7,Dune,David Lynch,1984,USA,Science Fiction,Film,Fiction,The Vienna Symphony Orchestra::Francesca Annis::Leonardo Cimino,
4ce2b693ec5ed,E.T.  The Extra-terrestrial,Steven Spielberg,1982,USA,Science Fiction,Film,Fiction,Dee Wallace-Stone::Peter Coyote::Robert MacNaughton,E.T. and Me::A Boy's Life
4ce2b69412f2f,FAITS DIVERS,,1983,France,Documentary,Film,Non Fiction,,NEWS ITEMS::MIXED REPORTS
4ce2b69415af8,Fanny and Alexander,Ingmar Bergman,1982,France::Sweden::Federal Republic of Germany,Drama,Television,Fiction,Kristina Adolphson::Börje Ahlstedt::Pernilla Allwin,Fanny och Alexander::Fanny und Alexander::Fanny et Alexandre
4ce2b6943bc4f,Fast Times at Ridgemont High,Amy Heckerling,1982,USA,Comedy,Film,Fiction,Sean Penn::Jennifer Jason Leigh::Judge Reinhold,Fast Times
4ce2b6946027e,MUHAMMAD ALI THE GREATEST,William Klein,1975,France,Sport::Documentary,Film,Non Fiction,Muhammad Ali::John Lennon::Paul McCartney,
4ce2b6946d914,Fitzcarraldo,Werner Herzog,1981,Peru::Federal Republic of Germany,Drama::Historical drama,Film,Fiction,Klaus Kinski::José Lewgoy::Miguel Ángel Fuentes,
4ce2b6946f336,Fletch,Michael Ritchie,1985,USA,Comedy::Crime,Film,Fiction,Chevy Chase::Joe Don Baker::Dana Wheeler-Nicholson,
4ce2b6947702f,Four Friends,Arthur Penn,1981,USA,Drama,Film,Fiction,Craig Wasson::Jodi Thelen::Michael Huddleston,Georgia::Georgia's Friends
4ce2b6947e49e,FUKUSHÛ SURU WA WARE NI ARI,Shohei Imamura,1979,Japan,Thriller,Film,Fiction,Ken Ogata::Rentarô Mikuni::Chocho Miyako,FUKUSHU SURUWA WARENI ARI::VENGEANCE IS MINE
4ce2b695532d5,Sisters,Brian De Palma,1972,USA,Horror,Film,Fiction,Margot Kidder::Jennifer Salt::Charles Durning,Blood Sisters
4ce2b69554d15,Die bleierne Zeit,Margarethe von Trotta,1981,Federal Republic of Germany,Drama,Film,Fiction,Jutta Lampe::Barbara Sukowa::Rüdiger Vogler,The German Sisters::Leaden Times::Marianne and Juliane
4ce2b69555337,Scarface,Brian De Palma,1983,USA,Gangster::Crime,Film,Fiction,Al Pacino::Steven Bauer::Michelle Pfeiffer,
4ce2b6955c6ba,Rear Window,Alfred Hitchcock,1954,USA,Thriller,Film,Fiction,James Stewart::Grace Kelly::Wendell Corey,
4ce2b6956104b,Suspiria,,1977,Italy,Horror,Film,Fiction,Jessica Harper::Stefania Casini::Flavio Bucci,
4ce2b69562aa2,Apocalypse Now,Francis Ford Coppola,1979,USA,War,Film,Fiction,Marlon Brando::Robert Duvall::Martin Sheen,Apocalypse Now  Redux
4ce2b6956f901,Young at Heart,Gordon Douglas,1955,USA,Musical::Romance,Film,Fiction,Doris Day::Frank Sinatra::Gig Young,
4ce2b6958918e,Gandhi,Richard Attenborough,1982,United Kingdom::India::USA,Biopic::Historical drama,Film,Fiction,Sultan Khan::Sharad Kumar::T.K. Ramakrishnan,
4ce2b69592ecf,"Paris, Texas",Wim Wenders,1984,France::United Kingdom::Federal Republic of Germany,Drama,Film,Fiction,Harry Dean Stanton::Nastassja Kinski::Dean Stockwell,Motel Chronicles
4ce2b69593482,Videodrome,David Cronenberg,1983,Canada,Horror::Science Fiction::Fantasy::Thriller,Film,Fiction,James Woods::Sonja Smits::Debbie Harry,
4ce2b695e80e1,Broadway Danny Rose,Woody Allen,1984,USA,Comedy,Film,Fiction,Woody Allen::Mia Farrow::Nick Apollo Forte,
4ce2b69612f7d,Burden of Dreams,Les Blank,1982,USA,Documentary,Film,Non Fiction,Candace Laughlin::Werner Herzog::Klaus Kinski,
4ce2b696e115a,FENG GUILAI DE REN,Hou Hsiao-Hsien,1983,Taiwan,Drama,Film,Fiction,Doze Niu Cheng-Tse::Lin Hsiu-ling::To Tsung-hua,ALL THE YOUTHFUL DAYS::FENGGUI LAI DE REN::FENGGUEI LAI DE REN::The BOYS FROM FENGKUEI::The MAN FROM FENGKUEI::The BOYS OF FENGKUEI::FENG-KUEI-LAI-TE-JEN::FENG GUILAI  DE REN
4ce2b69771deb,Merry Christmas Mr. Lawrence,Nagisa Oshima,1983,United Kingdom::Japan::New Zealand,War,Film,Fiction,David Bowie::Tom Conti::Ryuichi Sakamoto,Senjo No Merry Christmas::Happy Christmas Mr Lawrence::Senjou No Merii Kurisumasu::Furyo
4ce2b6979a05b,Couch,Andy Warhol,1966,USA,Drama,Film,Fiction,Gerard Malanga::Ondine::Allen Ginsberg,
4ce2b697b0230,"TATLO, DALAWA, ISA",Lino Brocka,1975,Philippines,Anthology,Film,Fiction,Lolita Rodriguez::Hilda Koronel::Perla Bautista,"MGA HUGIS NG PAG - ASA (PART 1)::THREE, TWO, ONE::BUKAS MADILIM BUKAS::HELLOW SOLDIER"
4ce2b697b6106,Time Bandits,Terry Gilliam,1981,United Kingdom,Comedy::Fantasy,Film,Fiction,John Cleese::Sean Connery::Shelley Duvall,
4ce2b697da1aa,A Colour Box,Len Lye,1935,United Kingdom,Animation::Advert::Artists' Moving Image,Film,Non Fiction,,
4ce2b698324f9,Bang!,Bob Godfrey,1967,United Kingdom,Comedy,Film,Fiction,Tony Gray::Bruce Lacey::Douglas Gray,Survivors
4ce2b6990f0f8,Blow Out,Brian De Palma,1981,USA,Thriller,Film,Fiction,John Travolta::Nancy Allen::John Lithgow,Personal Effects::Blowout
4ce2b69a0008d,AKAI SATSUI,,1964,Japan,Melodrama,Film,Fiction,Masumi Harukawa::Kô Nishimura::Shigeru Tsuyuguchi,UNHOLY DESIRE::INTENTIONS OF MURDER::MURDEROUS DESIRE
4ce2b69a1dde7,An American Werewolf in London,John Landis,1981,United Kingdom::USA,Horror,Film,Fiction,David Naughton::Jenny Agutter::Griffin Dunne,
4ce2b69a3415f,À NOS AMOURS,Maurice Pialat,1983,France,Drama,Film,Fiction,Sandrine Bonnaire::Dominique Besnehard::Maurice Pialat,SUZANNE::TO OUR LOVES::NOS AMOURS
4ce2b69a654d2,Aventurera,Alberto Gout,1950,Mexico,Melodrama::Musical::Drama,Film,Fiction,Ninón Sevilla::Tito Junco::Andrea Palma,La Maison de rendezvous::Adventurera
4ce2b69a65ad2,Awaara,Raj Kapoor,1951,India,Drama,Film,Fiction,Prithviraj Kapoor::Nargis::Raj Kapoor,Awara::The Vagabond::The Tramp
4ce2b69a67807,The Angelic Conversation,Derek Jarman,1985,United Kingdom,Artists' Moving Image,Film,Fiction,Judi Dench::Paul Reynolds::Phillip Williamson,
4ce2b69a70c17,The Shetland Experience,Derek Williams,1977,United Kingdom,Documentary,Film,Non Fiction,Eric Porter,
4ce2b69ab2d31,BENILDE OU A VIRGEM MÃE,,1975,Portugal,Drama,Film,Fiction,Maria Amélia Aranda::Jorge Rola::Jacinto Ramos,BENILDE VIRGIN AND MOTHER
4ce2b69ab97a8,RENAISSANCE,,1963,France,Animation,Film,Fiction,,
4ce2b69ac89d8,Blade Runner,Ridley Scott,1982,Hong Kong::USA,Science Fiction,Film,Fiction,Harrison Ford::Rutger Hauer::Sean Young,Do Androids Dream of Electric Sheep::The Android::When Androids Dream::Dangerous Days::Blade Runner - The Director's Cut::Blade Runner - The Final Cut
4ce2b69acae35,Blood Simple,Joel Coen,1983,USA,Film noir::Thriller,Film,Fiction,John Getz::Frances McDormand::Dan Hedaya,
4ce2b69acd14c,Bodas de sangre,Carlos Saura,1981,Spain,Artists' Moving Image,Film,Non Fiction,Antonio Gades::Cristina Hoyos::Juan Antonio Jimenéz,Blood Wedding
4ce2b69ad035e,Born in Flames,Lizzie Borden,1983,USA,Comedy::Drama,Film,Fiction,Honey::Adele Bertei::Jeanne Satterfield,
4ce2b69ae8931,The Lady of the Dug-out,W.S. Van Dyke,1918,USA,Western,Film,Fiction,Al Jennings::Frank Jennings::Corinne Grant,
4ce2b69aed562,Brazil,Terry Gilliam,1985,United Kingdom::USA,Comedy::Science Fiction::Fantasy,Film,Fiction,Jonathan Pryce::Robert De Niro::Katherine Helmond,
4ce2b69aedb78,The Breakfast Club,John Hughes,1985,USA,Drama,Film,Fiction,Emilio Estevez::Paul Gleason::Anthony Michael Hall,
4ce2b69b211c2,A CAÇA,,1963,Portugal,Drama,Film,Fiction,Albino Freitas::João de Almeida::António Santos,"The HUNT,"
4ce2b69b291b4,CARMEN,Carlos Saura,1983,Spain,Drama::Performance,Film,Fiction,Antonio Gades::Laura del Sol::Paco de Lucía,
4ce2b69b90b75,CSONTVÁRY,,1979,Hungary,Biopic,Film,Fiction,Ichak Finci::Margit Dayka::Ágnes Báfalvi,
4ce2b69ba2b63,Pink Floyd  The Wall,Alan Parker,1982,United Kingdom,Musical,Film,Fiction,Bob Geldof::Christine Hargreaves::James Laurenson,The Wall
4ce2b69c49e09,Rainbow Dance,Len Lye,1936,United Kingdom,Animation::Advert::Artists' Moving Image,Film,Non Fiction,Rupert Doone,
4ce2b69cd55bb,Juvenile Court,,1973,USA,Documentary,Film,Non Fiction,,
4ce2b69d18ab1,The Moon and the Sledgehammer,Philip Trevelyan,1971,United Kingdom,Documentary,Film,Non Fiction,Kathy Page::Mr. Page::Kim Page,
4ce2b69d3cf18,Trade Tattoo  The Rhythm of work-a-day Britain,Len Lye,1937,United Kingdom,Animation::Advert::Artists' Moving Image,Film,Non Fiction,,In Time with Industry
4ce2b69d41586,Spare Time,,1939,United Kingdom,Documentary,Film,Non Fiction,Laurie Lee,British Workers
4ce2b69dee862,Grass  A Nation's Battle for Life,Merian C. Cooper::Ernest B. Schoedsack::Marguerite Harrison,1925,USA,Actuality film,Film,Non Fiction,Ernest B. Schoedsack::Merian C. Cooper::Marguerite Harrison,Grass::Grass: A Nation's Battle for Survival
4ce2b69e4d048,Fires Were Started,,1943,United Kingdom,War::Government sponsored film,Film,Non Fiction,George Gravett::Philip Wilson-Dickson::Fred Griffiths,I Was a Fireman
4ce2b69e57fec,Listen to Britain,Humphrey Jennings::Stewart McAllister,1942,United Kingdom,Documentary::War::Government sponsored film,Film,Non Fiction,Leonard Brockington::Myra Hess::Bud Flanagan,The Tin Hat Concerto::The Music of War::National Gallery 1941
4ce2b69ed04b6,A Diary for Timothy,Humphrey Jennings,1946,United Kingdom,Documentary::War::Government sponsored film,Film,Non Fiction,Michael Redgrave::George Woodbridge::Myra Hess,
4ce2b69f2a88f,Dont Look Back,,1967,USA,Documentary,Film,Non Fiction,Bob Dylan::Joan Baez::Donovan Leitch,
4ce2b69f5f431,Berlin Symphony of a City,,1927,Germany,Documentary,Film,Non Fiction,,Berlin die Sinfonie der Großstadt::Berlin die Sinfonie Einer Grosstadt::Berlin - Simphonie eine Grosstadt::Symphony of a Great City::Berlin die Sinfonie der Gross-Stadt
4ce2b69fd6963,Snow,,1963,United Kingdom,Artists' Moving Image,Film,Non Fiction,,
4ce2b69feebb1,PS ZUM LACHENDEN MANN,Gerhard Scheumann::Walter Heynowski::Peter Voigt,1967,German Democratic Republic,Documentary,Film,Non Fiction,,"PS TO ""THE LAUGHING MAN"""
4ce2b69ff14fb,Triumph of the Will,,1935,Germany,,Film,Non Fiction,Adolf Hitler::Rudolf Hess::Joseph Goebbels,TRIUMPH DES WILLENS::TRIUMPH DES WILLENS  Das DOKUMENT VOM REICHSPARTEITAG 1934
4ce2b6a003354,Olympia,Leni Riefenstahl,1938,Germany,Sport,Film,Non Fiction,Berlin Philharmonic Orchestra,OLYMPISCHE SPIELE. FEST DER VÖLKER::OLYMPIADE BERLIN 1936  1 TEIL  FEST DER VÖLKER::FEST DER VÖLKER::OLYMPIA FILM 1::OLYMPIAD BERLIN 1936::OLYMPIAD FESTIVAL OF THE NATIONS
4ce2b6a0b6dbe,Ordinary Fascism,Mikhail Romm,1965,USSR,Documentary,Film,Non Fiction,Duncan Elliott,OBYKNOVENNYI FASHIZM::TRIUMPH OVER VIOLENCE::OBIKNOVENNII FASHIZM::COMMON FASCISM::Echo of the Jackboot
4ce2b6a12b958,Wind Vane,,1972,United Kingdom,Documentary::Artists' Moving Image,Film,Non Fiction,,Wind Vane 1
4ce2b6a21d217,Man with a Movie Camera,Dziga Vertov,1929,USSR,Documentary,Film,Non Fiction,Mikhail Kaufman,Chelovek s kinoapparatom::Человек с киноаппаратом::An Excerpt from the Diary of a Cameraman::The Man with the Movie Camera::Man with a Camera::Living Russia or The Man with the Camera::Moscow Today
4ce2b6a21d7c1,Turksib,,1929,USSR,Documentary,Film,Non Fiction,,
4ce2b6a2991ce,Minamata:The Victims and Their World,Noriaki Tsuchimoto,1972,Japan,Documentary,Film,Non Fiction,,MINAMATA - KANJASAN TO SONO SEKAI::MINAMATA: KANJA-SAN TO SONO SEKAI::MINAMATA
4ce2b6a29f46e,Rain,Joris Ivens,1929,Netherlands,Amateur film::Artists' Moving Image,Film,Non Fiction,,Regen
4ce2b6a2a2062,Land without Bread,Luis Buñuel,1933,Spain,Documentary,Film,Non Fiction,Abel Jacquin,Las hurdes::Unpromised Land::Tierra sin pan::Las hurdes: Tierra sin pan::Terre sans pain
4ce2b6a2cbfdc,DÉPART DE JERUSALEM EN CHEMIN DE FER,,1897,France,Documentary,Film,Non Fiction,,GROUP OF MEN BY RUINS AND ON RAILWAY PLATFORM::LEAVING JERUSALEM BY RAILWAY
4ce2b6a316871,Anemic Cinema,Marcel Duchamp,1926,France,Artists' Moving Image,Film,Non Fiction,,Anaemic Cinema
4ce2b6a326288,FINIS TERRAE,Jean Epstein,1929,France,,Film,Non Fiction,,
4ce2b6a3274db,Rien que les Heures,,1926,France,Documentary::Artists' Moving Image,Film,Non Fiction,Clifford McLaglen::Philippe Hériat::Nina Chouvalova,The Book of Hours
4ce2b6a34d973,The Sinking of the Lusitania,,1918,USA,Animation::War,Film,Non Fiction,,
4ce2b6a36c8ca,... À VALPARAISO,Joris Ivens,1963,Chile::France,Disaster,Film,Non Fiction,Roger Pigaut,
4ce2b6a439bc9,L' Atalante,Jean Vigo,1934,France,Drama,Film,Fiction,Michel Simon::Dita Parlo::Jean Dasté,
4ce2b6a4479c3,Even Dwarfs Started Small,Werner Herzog,1970,Federal Republic of Germany,Drama,Film,Fiction,Helmut Döring::Gerd Gickel::Paul Glauer,AUCH ZWERGE HABEN KLEIN ANGEFANGEN
4ce2b6a44b82c,Au hasard Balthazar,Robert Bresson,1966,France::Sweden,Drama,Film,Fiction,Anne Wiazemsky::Walter Green::François Lafarge,Min vän Balthazar::Balthazar
4ce2b6a453c5b,Le Voyage dans la Lune,,1902,France,Science Fiction::Trick film,Film,Fiction,Georges Méliès,A Trip to the Moon
4ce2b6a4576e4,The Baby and the Battleship,Jay Lewis,1956,United Kingdom,Comedy,Film,Fiction,John Mills::Richard Attenborough::André Morell,
4ce2b6a45f917,PHANTOM,,1922,Germany,Drama,Film,Fiction,Alfred Abel::Frieda Richard::Aud Egede-Nissen,
4ce2b6a46ad1b,The Bad and the Beautiful,Vincente Minnelli,1952,USA,,Film,Fiction,Lana Turner::Kirk Douglas::Dick Powell,Tribute to a Bad Man
4ce2b6a470348,Badlands,Terrence Malick,1973,USA,Crime,Film,Fiction,Martin Sheen::Sissy Spacek::Warren Oates,La Ballade Sauvage
4ce2b6a476a8b,The Awful Truth,Leo McCarey,1937,USA,Comedy::Romance,Film,Fiction,Irene Dunne::Cary Grant::Ralph Bellamy,
4ce2b6a477be9,An Affair to Remember,Leo McCarey,1957,USA,Melodrama::Romance,Film,Fiction,Cary Grant::Deborah Kerr::Richard Denning,
4ce2b6a478dcd,BAISERS VOLÉS,François Truffaut,1968,France,Comedy::Romance::Drama,Film,Fiction,Jean-Pierre Léaud::Delphine Seyrig::Claude Jade,STOLEN KISSES
4ce2b6a47c88b,Bakushû,Yasujirō Ozu,1951,Japan,Drama,Film,Fiction,Setsuko Hara::Chishu Ryu::Chikage Awashima,Early Summer
4ce2b6a486a77,The Red Balloon,Albert Lamorisse,1956,France,Fantasy,Film,Fiction,Pascal Lamorisse::Georges Sellier::Vladimir Popov,Le Ballon rouge
4ce2b6a487959,Bambi,David Hand::Perce Pearce,1942,USA,Animation,Film,Fiction,Bobby Stewart::Donnie Dunagan::Hardie Albright,
4ce2b6a48ca02,Bande à part,Jean-Luc Godard,1964,France,Crime,Film,Fiction,Jean-Luc Godard::Anna Karina::Sami Frey,The Outsiders::Band of Outsiders
4ce2b6a48f8f6,BANDITI A ORGOSOLO,,1961,Italy,Drama,Film,Fiction,Michele Cossu::Giuseppe Cuccu::Vittorina Pisano,BANDITS OF ORGOSOLO::BANDITS AT ORGOSOLO
4ce2b6a498bd1,Late Spring,Yasujiro Ozu,1949,Japan,Drama,Film,Fiction,Chishu Ryu::Setsuko Hara::Yumeji Tsukioka,Banshun
4ce2b6a4a18d6,The African Queen,John Huston,1952,United Kingdom::USA,War,Film,Fiction,Humphrey Bogart::Katharine Hepburn::Robert Morley,
4ce2b6a4d9b44,Beautiful People,,1974,South Africa,Documentary,Film,Non Fiction,Jamie Uys::Paddy O'Byrne,Animals Are Beautiful People
4ce2b6a4e46d5,Becky Sharp,Rouben Mamoulian,1935,USA,Period drama,Film,Fiction,Miriam Hopkins::Frances Dee::Cedric Hardwicke,
4ce2b6a4f00fc,Begone Dull Care,Norman McLaren,1949,Canada,Animation,Film,Non Fiction,,Fantasia En Colores::Trübsal Ade!::Caprice En Couleurs::Capriccio a Colori
4ce2b6a4f0f7d,The Beguiled,Don Siegel,1970,USA,School programme and Educational film,Film,Fiction,Clint Eastwood::Geraldine Page::Elizabeth Hartman,
4ce2b6a5074d0,L' Âge d'or,Luis Buñuel,1930,France,Artists' Moving Image,Film,Fiction,Gaston Modot::Lya Lys::Caridad de Laberdesque,L' Age d'or
4ce2b6a50ee74,The Big Country,William Wyler,1958,USA,Western::Romance::Drama,Film,Fiction,Gregory Peck::Jean Simmons::Carroll Baker,
4ce2b6a513c02,A Bigger Splash,Jack Hazan,1974,United Kingdom,Documentary,Film,Non Fiction,David Hockney::Peter Schlesinger::Celia Birtwell,
4ce2b6a5147c4,Bigger than Life,Nicholas Ray,1956,USA,Drama,Film,Fiction,James Mason::Barbara Rush::Walter Matthau,Ten Feet Tall::One in a Million
4ce2b6a516edb,The Big Heat,Fritz Lang,1953,USA,Thriller,Film,Fiction,Glenn Ford::Gloria Grahame::Jocelyn Brando,
4ce2b6a51ea66,The Big Parade,King Vidor,1925,USA,War,Film,Fiction,John Gilbert::Renée Adorée::Hobart Bosworth,
4ce2b6a52249e,The Big Sleep,Howard Hawks,1946,USA,Film noir::Thriller,Film,Fiction,Humphrey Bogart::Lauren Bacall::John Ridgely,
4ce2b6a526340,The Big Trail,Raoul Walsh,1930,USA,Western,Film,Fiction,John Wayne::Marguerite Churchill::El Brendel,
4ce2b6a530c3e,Billy Liar,,1963,United Kingdom,Comedy,Film,Fiction,Tom Courtenay::Wilfred Pickles::Mona Washbourne,
4ce2b6a535bee,The Birds,Alfred Hitchcock,1963,USA,Horror,Film,Fiction,Rod Taylor::Jessica Tandy::Suzanne Pleshette,
4ce2b6a54c395,"Aguirre, Wrath of God",Werner Herzog,1972,Federal Republic of Germany,Historical drama,Film,Fiction,Klaus Kinski::Cecilia Rivera::Ruy Guerra,"Aguirre, Der Zorn Gottes::Aguirre, the Traitor"
4ce2b6a5512da,FETICHE-MASCOTTE,Ladislaw Starewicz,1933,France,Animation,Film,Fiction,,FETICHE::AT THE DEVIL'S BALL::The MASCOT
4ce2b6a55273b,Blackmail,Alfred Hitchcock,1929,United Kingdom,Police drama,Film,Fiction,Anny Ondra::Sara Allgood::Charles Paton,Blackmail (Sound Version)
4ce2b6a5551ac,Black Narcissus,Michael Powell::Emeric Pressburger,1947,United Kingdom,Drama,Film,Fiction,London Symphony Orchestra::Deborah Kerr::Sabu,
4ce2b6a5660d4,Der blaue Engel,Josef von Sternberg,1930,Germany,Drama,Film,Fiction,Emil Jannings::Marlene Dietrich::Kurt Gerron,The Blue Angel
4ce2b6a57d76e,Blonde Venus,Josef von Sternberg,1932,USA,Drama,Film,Fiction,Marlene Dietrich::Herbert Marshall::Cary Grant,
4ce2b6a596c11,Die ABENTEUER DES PRINZEN ACHMED,Lotte Reiniger,1926,Germany,Animation::Fairy tale,Film,Fiction,Berthold Bartosch,ALADDIN::The ADVENTURES OF PRINCE ACHMED::ACHMED::Die GESCHICHTE DES PRINZEN ACHMED::The ADVENTURES OF PRINCE AHMED::PRINZ ACHMED
4ce2b6a59d655,Belle de jour,Luis Buñuel,1967,France::Italy,Drama,Film,Fiction,Catherine Deneuve::Jean Sorel::Michel Piccoli,Bella di giorno
4ce2b6a59e27b,La Belle et la Bête,Jean Cocteau,1946,France,Fantasy,Film,Fiction,Jean Marais::Josette Day::Mila Parély,Beauty and the Beast
4ce2b6a5a62b2,BELLISSIMA,Luchino Visconti,1951,Italy,Drama,Film,Fiction,Anna Magnani::Walter Chiari::Tina Apicella,
4ce2b6a5a9ac1,The Bells of St. Mary's,Leo McCarey,1945,USA,Drama,Film,Fiction,Bing Crosby::Ingrid Bergman::Henry Travers,
4ce2b6a5c02d5,AKAHIGE,Akira Kurosawa,1965,Japan,Drama,Film,Fiction,Toshiro Mifune::Yûzô Kayama::Yoshio Tsuchiya,RED BEARD
4ce2b6a5c0ef0,Tol'able David,Henry King,1921,USA,Drama,Film,Fiction,Richard Barthelmess::Gladys Hulette::Walter P. Lewis,
4ce2b6a5c118c,La Bête humaine,Jean Renoir,1938,France,Crime,Film,Fiction,Jean Gabin::Simone Simon::Fernand Ledoux,Human Desire::Judas Was a Woman::Human Beast
4ce2b6a5ccbd7,AKASEN CHITAI,Kenji Mizoguchi,1956,Japan,Drama,Film,Fiction,Machiko Kyo::Ayako Wakao::Michiyo Kogure,The ROAD OF SHAME::STREET OF SHAME::RED-LIGHT DISTRICT
4ce2b6a5ceeff,Beyond a Reasonable Doubt,,1956,USA,Thriller,Film,Fiction,Dana Andrews::Joan Fontaine::Sidney Blackmer,
4ce2b6a5d17e3,Beyond the Forest,King Vidor,1949,USA,Melodrama,Film,Fiction,Bette Davis::Joseph Cotten::David Brian,
4ce2b6a5d34dc,Beyond the Valley of the Dolls,Russ Meyer,1970,USA,Drama,Film,Fiction,Dolly Read::John La Zar::Cynthia Myers,
4ce2b6a5d3dbf,AKIBIYORI,,1960,Japan,Drama,Film,Fiction,Setsuko Hara::Yôko Tsukasa::Mariko Okada,The END OF AUTUMN::LATE AUTUMN
4ce2b6a5d823b,Il Bidone,Federico Fellini,1955,France::Italy,Drama,Film,Fiction,Broderick Crawford::Giulietta Masina::Richard Basehart,The Swindlers::The Swindle
4ce2b6a5de39f,The Blue Gardenia,Fritz Lang,1953,USA,Drama,Film,Fiction,Anne Baxter::Richard Conte::Ann Sothern,
4ce2b6a5ea48c,Bob & Carol & Ted & Alice,Paul Mazursky,1969,USA,Comedy,Film,Fiction,Natalie Wood::Robert Culp::Elliott Gould,
4ce2b6a5ec1d2,Bob le flambeur,Jean-Pierre Melville,1956,France,Gangster,Film,Fiction,Isabelle Corey::Daniel Cauchy::Roger Duchesne,Bob the Gambler
4ce2b6a60d68c,Le Bonheur,Agnès Varda,1965,France,Drama,Film,Fiction,Jean-Claude Drouot::Claire Drouot::Sandrine Drouot,Happiness
4ce2b6a60f47c,Bonjour Tristesse,Otto Preminger,1958,United Kingdom::USA,Drama,Film,Fiction,Deborah Kerr::David Niven::Jean Seberg,
4ce2b6a612077,Bonnie and Clyde,Arthur Penn,1967,USA,Gangster::Biopic,Film,Fiction,Warren Beatty::Faye Dunaway::Michael J. Pollard,
4ce2b6a635f83,BOUDU SAUVÉ DES EAUX,Jean Renoir,1932,France,Drama,Film,Fiction,Michel Simon::Marcelle Hainia::Sévérine Lerczinska,BOUDU::BOUDU SAVED FROM DROWNING
4ce2b6a63a3a5,The Bowery,,1933,USA,Period drama,Film,Fiction,Wallace Beery::George Raft::Jackie Cooper,
4ce2b6a657475,Breakfast at Tiffany's,Blake Edwards,1961,USA,Comedy,Film,Fiction,Audrey Hepburn::George Peppard::Patricia Neal,
4ce2b6a663407,Bride of Frankenstein,James Whale,1935,USA,Horror::Science Fiction,Film,Fiction,Boris Karloff::Colin Clive::Valerie Hobson,Return of Frankenstein
4ce2b6a6698ca,The Bridge on the River Kwai,David Lean,1958,United Kingdom::USA,War,Film,Fiction,William Holden::Jack Hawkins::Alec Guinness,
4ce2b6a66b375,Brief Encounter,David Lean,1946,United Kingdom,Romance,Film,Fiction,Celia Johnson::Trevor Howard::Stanley Holloway,
4ce2b6a66c507,Brigadoon,Vincente Minnelli,1954,USA,Musical::Fantasy,Film,Fiction,Gene Kelly::Van Johnson::Cyd Charisse,
4ce2b6a673516,Bringing up Baby,Howard Hawks,1938,USA,Comedy::Romance,Film,Fiction,Katharine Hepburn::Cary Grant::Charles Ruggles,
4ce2b6a6741d3,Bring Me the Head of Alfredo Garcia,Sam Peckinpah,1974,Mexico::USA,Thriller,Film,Fiction,Warren Oates::Isela Vega::Robert Webber,
4ce2b6a68bd9d,Battleship Potemkin,,1925,USSR,Historical drama,Film,Fiction,Aleksandr Antonov::Vladimir Barsky::Grigori V. Aleksandrov,Bronenosets Potemkin::Броненосец Потемкин::Potemkin::Le Cuirasse Potemkine::Bronenosets Potyomkin
4ce2b6a69250f,The Browning Version,,1951,United Kingdom,Drama,Film,Fiction,Michael Redgrave::Jean Kent::Nigel Patrick,
4ce2b6a6b65d6,"The Good, the Bad and the Ugly",Sergio Leone,1966,Italy,Spaghetti western,Film,Fiction,Clint Eastwood::Lee Van Cleef::Aldo Giuffrè,"Il Buono, il brutto, il cattivo::The Magnificent Vagabonds::Le Bon, le brute et le truand::El Bueno, el feo y el mal"
4ce2b6a6c6ffb,Butch Cassidy and the Sundance Kid,George Roy Hill,1969,USA,Biopic::Western,Film,Fiction,Paul Newman::Robert Redford::Katharine Ross,
4ce2b6a6cee75,ALICE IN DEN STÄDTEN,,1974,Federal Republic of Germany,Road movie,Film,Fiction,Rüdiger Vogler::Yella Rottländer::Lisa Kreuzer,ALICE IN THE CITIES
4ce2b6a6d26d5,Cabaret,Bob Fosse,1972,USA,Musical::Period drama,Film,Fiction,Liza Minnelli::Michael York::Helmut Griem,
4ce2b6a6d6218,Une AUSSI LONGUE ABSENCE,,1961,France::Italy,Drama,Film,Fiction,Alida Valli::Georges Wilson::Jacques Harden,L' INVERNO TI FARA TORNARE::LONG ABSENCE
