film_id,title_raw,title_searchable,director_raw,director_searchable,year,country,genre,film_type,category,actors_raw,actors_searchable,alternate_titles_raw,alternate_titles_searchable
4ce2b6be7b038,Mandabi,mandabi,Ousmane Sembène,ousmane sembene,1968,France | Senegal,Drama,Film,Fiction,Makhourédia Guèye | Yunus Ndiay | Isseu Niang,makhouredia gueye | yunus ndiay | isseu niang,Le Mandat | The Money Order,le mandat | the money order
4ce2b6be7d19a,Manhattan,manhattan,Woody Allen,woody allen,1979,USA,Comedy,Film,Fiction,Woody Allen | Diane Keaton | Michael Murphy,woody allen | diane keaton | michael murphy,Woody Allen Comedy,woody allen comedy
4ce2b6be8ccf5,Mean Streets,mean streets,Martin Scorsese,martin scorsese,1973,USA,Gangster | Crime,Film,Fiction,Robert De Niro | Harvey Keitel | David Proval,robert de niro | harvey keitel | david proval,Season of the Witch,season of the witch
4ce2b6be91701,A MENESGAZDA,a menesgazda,,,1978,Hungary,Drama,Film,Fiction,József Madaras | Ferenc Fabian | Sándor Horváth,jozsef madaras | ferenc fabian | sandor horvath,The STUD-FARM,the stud-farm
4ce2b6be9f11b,Mr Arkadin,mr arkadin,Orson Welles,orson welles,1955,Switzerland | Spain | USA,Thriller | Action and Adventure,Film,Fiction,Orson Welles | Akim Tamiroff | Grégoire Aslan,orson welles | akim tamiroff | gregoire aslan,Confidential Report | Monsieur Arkadin | Dossier secret,confidential report | monsieur arkadin | dossier secret
4ce2b6bea4f4f,"MOI, UN NOIR","moi, un noir",Jean Rouch,jean rouch,1959,France,Documentary,Film,Non Fiction,Oumarou Ganda | Touré Mohammed | Gambi,oumarou ganda | toure mohammed | gambi,"I, A BLACK | I, A NEGRO | TREICHVILLE","i, a black | i, a negro | treichville"
4ce2b6bea6f6f,Mon oncle d'Amérique,mon oncle d'amerique,Alain Resnais,alain resnais,1980,France,Comedy | Romance | Drama,Film,Fiction,Gérard Depardieu | Nicole Garcia | Roger Pierre,gerard depardieu | nicole garcia | roger pierre,Les Somnabules | L' Oncle d'Amerique | My American Uncle,les somnabules | l' oncle d'amerique | my american uncle
4ce2b6bea840e,Monty Python's Life of Brian,monty python's life of brian,Terry Jones,terry jones,1980,United Kingdom,Comedy,Film,Fiction,Graham Chapman | John Cleese | Terry Gilliam,graham chapman | john cleese | terry gilliam,Life of Brian,life of brian
4ce2b6beb2f3c,My Brilliant Career,my brilliant career,Gillian Armstrong,gillian armstrong,1979,Australia,Drama,Film,Fiction,Judy Davis | Sam Neill | Wendy Hughes,judy davis | sam neill | wendy hughes,,
4ce2b6beb688c,My Way Home,my way home,,,1979,United Kingdom,Drama,Film,Fiction,Stephen Archibald | Paul Kermack | Jessie Combe,stephen archibald | paul kermack | jessie combe,,
4ce2b6bebb217,NEAPOLITANISCHE GESCHWISTER,neapolitanische geschwister,,,1979,Italy | Federal Republic of Germany,Drama,Film,Fiction,Liana Trouché | Romeo Giro | Tiziana Ambretti,liana trouche | romeo giro | tiziana ambretti,The KINGDOM OF NAPLES | The REIGN OF NAPLES | NEL REGNO DI NAPOLI,the kingdom of naples | the reign of naples | nel regno di napoli
4ce2b6bebef51,NEWS FROM HOME,news from home,Chantal Akerman,chantal akerman,1976,Belgium | France,Documentary,Film,Non Fiction,Chantal Akerman,chantal akerman,,
4ce2b6bec8c2e,Norma Rae,norma rae,,,1979,USA,Drama,Film,Fiction,Sally Field | Beau Bridges | Ron Leibman,sally field | beau bridges | ron leibman,,
4ce2b6beccfbf,Numéro deux,numero deux,Jean-Luc Godard,jean-luc godard,1975,France,Drama,Film,Fiction,Sandrine Battistella | Pierre Oudry | Alexandre Rignault,sandrine battistella | pierre oudry | alexandre rignault,Number Two,number two
4ce2b6bedc2bb,Opening Night,opening night,John Cassavetes,john cassavetes,1977,USA,Drama,Film,Fiction,Gena Rowlands | Ben Gazzara | John Cassavetes,gena rowlands | ben gazzara | john cassavetes,,
4ce2b6bee7739,OYU-SAMA,oyu-sama,,,1951,Japan,Drama,Film,Fiction,Kinuyo Tanaka | Nobuko Otowa | Yuji Hori,kinuyo tanaka | nobuko otowa | yuji hori,MISS OYU,miss oyu
4ce2b6bee8c0e,PADRE PADRONE,padre padrone,Paolo Taviani | Vittorio Taviani,paolo taviani | vittorio taviani,1977,Italy,Biopic,Film,Fiction,Omero Antonutti | Saverio Marconi | Marcella Michelangeli,omero antonutti | saverio marconi | marcella michelangeli,"FATHER, MASTER","father, master"
4ce2b6bef232e,Pass the Gravy,pass the gravy,Fred Guiol,fred guiol,1928,USA,Comedy,Film,Fiction,Max Davidson | Martha Sleeper | Spec O'Donnell,max davidson | martha sleeper | spec o'donnell,Love 'em and Beat 'em,love 'em and beat 'em
4ce2b6bef2c13,Patrick,patrick,,,1978,Australia,Horror | Instructional film/TV programme,Film,Non Fiction,Susan Penhaligon | Robert Helpmann | Rod Mullinar,susan penhaligon | robert helpmann | rod mullinar,,
4ce2b6bf0fd91,The Postman Always Rings Twice,the postman always rings twice,,,1981,USA,Crime | Romance,Film,Fiction,Jack Nicholson | Jessica Lange | John Colicos,jack nicholson | jessica lange | john colicos,Wenn Der Postman Zweimal Klingelt,wenn der postman zweimal klingelt
4ce2b6bf2249d,Raging Bull,raging bull,Martin Scorsese,martin scorsese,1980,USA,Biopic | Sport,Film,Fiction,Robert De Niro | Joe Pesci | Cathy Moriarty,robert de niro | joe pesci | cathy moriarty,,
4ce2b6bf360f4,The Shining,the shining,Stanley Kubrick,stanley kubrick,1980,United Kingdom | USA,Horror,Film,Fiction,Jack Nicholson | Shelley Duvall | Danny Lloyd,jack nicholson | shelley duvall | danny lloyd,Stephen King's The Shining,stephen king's the shining
4ce2b6bf37864,Sir Henry at Rawlinson End,sir henry at rawlinson end,Steve Roberts,steve roberts,1980,United Kingdom,Comedy | Fantasy,Film,Fiction,Trevor Howard | Patrick Magee | Denise Coffey,trevor howard | patrick magee | denise coffey,,
4ce2b6bf39eac,SONOGONO HACHINOSU NO KODOMOTACHI,sonogono hachinosu no kodomotachi,Hiroshi Shimizu,hiroshi shimizu,1948,Japan,Drama,Film,Fiction,Shusaku Shimamura | Masako Natsuki | Shoichi Gosho,shusaku shimamura | masako natsuki | shoichi gosho,CHILDREN OF THE BEEHIVE | HACHINOSU NO KODOMATACHI | HACHI NO SU NO KODOMATACHI,children of the beehive | hachinosu no kodomatachi | hachi no su no kodomatachi
4ce2b6bf3bbfd,Stalker,stalker,Andrei Tarkovsky,andrei tarkovsky,1979,USSR,Science Fiction | Fantasy,Film,Fiction,Aleksandr Kaidanovsky | Anatoli Solonitsyn | Nikolai Grinko,aleksandr kaidanovsky | anatoli solonitsyn | nikolai grinko,Сталкер | The Wish Machine,сталкер | the wish machine
4ce2b6bf3bebc,Stardust Memories,stardust memories,Woody Allen,woody allen,1980,USA,Comedy | Romance | Drama,Film,Fiction,Woody Allen | Charlotte Rampling | Jessica Harper,woody allen | charlotte rampling | jessica harper,,
4ce2b6bf4bc15,This Sporting Life,this sporting life,Lindsay Anderson,lindsay anderson,1963,United Kingdom,Sport,Film,Fiction,Richard Harris | Rachel Roberts | Alan Badel,richard harris | rachel roberts | alan badel,,
4ce2b6bf4befa,The Best Years of Our Lives,the best years of our lives,,,1946,USA,War,Film,Fiction,Myrna Loy | Fredric March | Dana Andrews,myrna loy | fredric march | dana andrews,,
4ce2b6bf4c8c4,On the Town,on the town,Gene Kelly | Stanley Donen,gene kelly | stanley donen,1949,USA,Musical,Film,Fiction,Gene Kelly | Frank Sinatra | Betty Garrett,gene kelly | frank sinatra | betty garrett,,
4ce2b6bf4da96,Ben-Hur,ben-hur,,,1959,USA,Action and Adventure,Film,Fiction,Charlton Heston | Jack Hawkins | Haya Harareet,charlton heston | jack hawkins | haya harareet,,
4ce2b6bf4e912,North by Northwest,north by northwest,Alfred Hitchcock,alfred hitchcock,1959,USA,Thriller,Film,Fiction,Cary Grant | Eva Marie Saint | James Mason,cary grant | eva marie saint | james mason,,
4ce2b6bf512e1,DOM NA TRUBNOI,dom na trubnoi,,,1928,USSR,Drama,Film,Fiction,Vera Maretskaya | Vladimir Fogel | Elena Tiapkina,vera maretskaya | vladimir fogel | elena tiapkina,The HOUSE IN TRUBNOI STREET | HOUSE ON TRUBNAYA | HOUSE ON TRUBNAYA SQUARE | HOUSE ON CHIMNEY SQUARE,the house in trubnoi street | house on trubnaya | house on trubnaya square | house on chimney square
4ce2b6bf52b16,Enthusiasm,enthusiasm,,,1931,USSR,Documentary,Film,Non Fiction,,,"ETUZIAZM: SIMFONIIA DONBASSA | ENTUZIAZM | ENTHUSIASM, OR THE SYMPHONY OF THE DON BASIN | SYMPHONY OF THE DON BASIN","etuziazm: simfoniia donbassa | entuziazm | enthusiasm, or the symphony of the don basin | symphony of the don basin"
4ce2b6bf577aa,NASH DVOR,nash dvor,,,1957,USSR,Drama,Film,Fiction,Sofiko Chiaureli | Giorgi Shengelaja | Leila Abashidze,sofiko chiaureli | giorgi shengelaja | leila abashidze,OUR COURTYARD | CHVENI EZO,our courtyard | chveni ezo
4ce2b6bf5a9dd,NEOBYCHAINIYE PRIKLUCHENIYA MISTERA VESTA V STRANYE BOLSHEVIKOV,neobychainiye priklucheniya mistera vesta v stranye bolshevikov,Lev Kuleshov,lev kuleshov,1924,USSR,Comedy,Film,Fiction,Porfiri Podobed | Vsevolod I. Pudovkin | Boris Barnet,porfiri podobed | vsevolod i. pudovkin | boris barnet,The EXTRAORDINARY ADVENTURES OF MISTER WEST IN THE LAND OF THE B OLSHEVIKS | The EXTRAORDINARY ADVENTURES OF MR WEST IN THE LAND OF THE BOLSH EVIKS,the extraordinary adventures of mister west in the land of the b olsheviks | the extraordinary adventures of mr west in the land of the bolsh eviks
4ce2b6bf6058a,ERUPTION VOLCANIQUE A LA MARTINIQUE,eruption volcanique a la martinique,,,1902,France,,Film,Fiction,,,L' ERUPTION DU MONT PELE,l' eruption du mont pele
4ce2b6bf64087,Le MÉLOMANE,le mélomane,Georges Méliès,georges melies,1903,France,Trick film,Film,Fiction,Georges Méliès,georges melies,MAN WITH FIVE HEADS | The MELOMANIAC,man with five heads | the melomaniac
4ce2b6bf6ff74,Workers Leaving the Lumière Factory,workers leaving the lumiere factory,,,1895,France,Actuality film,Film,Non Fiction,,,SORTIE D'USINE | SORTIE DES USINES LUMIÈRE,sortie d'usine | sortie des usines lumière
4ce2b6bf7225c,"The ""?"" Motorist","the ""?"" motorist",,,1906,United Kingdom,Science Fiction | Trick film,Film,Fiction,,,The Question Mark Motorist,the question mark motorist
4ce2b6bf79b23,The Big Swallow,the big swallow,James Williamson,james williamson,1901,United Kingdom,Comedy | Trick film,Film,Fiction,Sam Dalton,sam dalton,,
4ce2b6bfaa639,Accattone,accattone,Pier Paolo Pasolini,pier paolo pasolini,1961,Italy,Drama,Film,Fiction,Franco Citti | Franca Pasut | Roberto Scaringella,franco citti | franca pasut | roberto scaringella,,
4ce2b6bfba5ca,Supervixens,supervixens,Russ Meyer,russ meyer,1975,USA,Comedy | Action and Adventure,Film,Fiction,John Furlong | Shari Eubank | Charles Pitt,john furlong | shari eubank | charles pitt,Super Vixens,super vixens
4ce2b6bfbf08f,Carrie,carrie,Brian De Palma,brian de palma,1976,USA,Horror,Film,Fiction,Sissy Spacek | Piper Laurie | Amy Irving,sissy spacek | piper laurie | amy irving,,
4ce2b6bfc543c,PERCEVAL LE GALLOIS,perceval le gallois,,,1978,Switzerland | France | Germany | Italy | Sweden,Drama,Film,Fiction,Fabrice Luchini | André Dussolier | Pascale de Boysson,fabrice luchini | andre dussolier | pascale de boysson,PERCEVAL,perceval
4ce2b6bfc6b58,PROBA DE MICROFON,proba de microfon,,,1980,Romania,Drama,Film,Fiction,Geta Grapa | Mircea Daneliuc | Tora Vasilescu,geta grapa | mircea daneliuc | tora vasilescu,MIKE TEST | MICROPHONE TEST,mike test | microphone test
4ce2b6bfcff00,Ace in the Hole,ace in the hole,Billy Wilder,billy wilder,1951,USA,Drama,Film,Fiction,Kirk Douglas | Jan Sterling | Robert Arthur,kirk douglas | jan sterling | robert arthur,The Human Interest Story | The Big Carnival,the human interest story | the big carnival
4ce2b6bfd078b,ABSCHIED VON GESTERN,abschied von gestern,,,1966,Federal Republic of Germany,Comedy,Film,Fiction,Alexandra Kluge | Günter Mack | Eva Maria Meineke,alexandra kluge | gunter mack | eva maria meineke,YESTERDAY GIRL,yesterday girl
4ce2b6bfd1ebb,À bout de souffle,à bout de souffle,Jean-Luc Godard,jean-luc godard,1960,France,Film noir,Film,Fiction,Jean-Paul Belmondo | Jean Seberg | Henri-Jacques Huet,jean-paul belmondo | jean seberg | henri-jacques huet,Breathless,breathless
4ce2b6bfd6907,L' Amour d'une femme,l' amour d'une femme,,,1954,France | Italy,Drama,Film,Fiction,Micheline Presle | Massimo Girotti | Gaby Morlay,micheline presle | massimo girotti | gaby morlay,L' amore di una donna,l' amore di una donna
4ce2b6bfd6ea3,"L' AMOUR, L'APRÈS-MIDI","l' amour, l'après-midi",,,1979,France,Drama,Television,Fiction,Bernard Verley | Zouzou | Françoise Verley,bernard verley | zouzou | francoise verley,CHLOE IN THE AFTERNOON | LOVE IN THE AFTERNOON,chloe in the afternoon | love in the afternoon
4ce2b6bfd74ab,L' AMOUR FOU,l' amour fou,,,1968,France,,Film,Fiction,Bulle Ogier | Jean-Pierre Kalfon | Josée Destoop,bulle ogier | jean-pierre kalfon | josee destoop,MAD LOVE,mad love
4ce2b6bfdd960,Fear Eats the Soul,fear eats the soul,Rainer Werner Fassbinder,rainer werner fassbinder,1974,Federal Republic of Germany,Melodrama,Film,Fiction,Brigitte Mira | El Hedi ben Salem | Irm Hermann,brigitte mira | el hedi ben salem | irm hermann,"Angst essen Seele auf | All Turks Are Called Ali | Tous les autres s'appellent Ali | Ali, Fear Eats the Soul | Ali","angst essen seele auf | all turks are called ali | tous les autres s'appellent ali | ali, fear eats the soul | ali"
4ce2b6bfecaeb,Last Year at Marienbad,last year at marienbad,Alain Resnais,alain resnais,1961,France | Italy,Romance | Drama,Film,Fiction,Giorgio Albertazzi | Delphine Seyrig | Sacha Pitoëff,giorgio albertazzi | delphine seyrig | sacha pitoeff,L' Année dernière à Marienbad | Last Year in Marienbad | L' Anno scorso a Marienbad,l' annee derniere a marienbad | last year in marienbad | l' anno scorso a marienbad
4ce2b6c00289c,À NOUS LA LIBERTÉ,à nous la liberté,René Clair,rene clair,1931,France,Comedy,Film,Fiction,Henri Marchand | Raymond Cordy | Rolla France,henri marchand | raymond cordy | rolla france,,
4ce2b6c002eb7,ANSATSU,ansatsu,,,1964,Japan,Crime | Period drama,Film,Fiction,Tetsurô Tanba | Shima Iwashita | Isao Kimura,tetsuro tanba | shima iwashita | isao kimura,ASSASSINATION | ASSASSIN,assassination | assassin
4ce2b6c00c15f,APA,apa,István Szabó,istvan szabo,1966,Hungary,Drama,Film,Fiction,Miklós Gábor | Klári Tolnay | András Bálint,miklos gabor | klari tolnay | andras balint,FATHER,father
4ce2b6c0108d6,Aparajito,aparajito,Satyajit Ray,satyajit ray,1956,India,,Film,Fiction,Kanu Banerjee | Karuna Banerjee | Pinaki Sen Gupta,kanu banerjee | karuna banerjee | pinaki sen gupta,The Unvanquished,the unvanquished
4ce2b6c010eb7,The Apartment,the apartment,Billy Wilder,billy wilder,1960,USA,Comedy,Film,Fiction,Jack Lemmon | Shirley MacLaine | Fred MacMurray,jack lemmon | shirley maclaine | fred macmurray,,
4ce2b6c01bcfe,Apur Sansar,apur sansar,Satyajit Ray,satyajit ray,1958,India,Drama,Film,Fiction,Soumitra Chatterjee | Sharmila Tagore | Alok Chakravarti,soumitra chatterjee | sharmila tagore | alok chakravarti,Apu Sansar | World of Apu,apu sansar | world of apu
4ce2b6c020031,ARANYER DIN RATRI,aranyer din ratri,Satyajit Ray,satyajit ray,1970,India,Drama,Film,Fiction,Soumitra Chatterjee | Subhendu Chatterjee | Samit Bhanja,soumitra chatterjee | subhendu chatterjee | samit bhanja,DAYS AND NIGHTS IN THE FOREST | ARANAYER DIN RATRI,days and nights in the forest | aranayer din ratri
4ce2b6c02abf7,L' ARGENT,l' argent,Marcel L'Herbier,marcel l'herbier,1928,France,Drama,Film,Fiction,Brigitte Helm | Marie Glory | Yvette Guilbert,brigitte helm | marie glory | yvette guilbert,,
4ce2b6c034b8c,ARME LEUTE,arme leute,,,1963,Federal Republic of Germany,Documentary,Film,Non Fiction,,,,
4ce2b6c036bcb,Advise & Consent,advise & consent,Otto Preminger,otto preminger,1962,USA,,Film,Fiction,Henry Fonda | Charles Laughton | Don Murray,henry fonda | charles laughton | don murray,Advise and Consent,advise and consent
4ce2b6c04233d,Artists and Models,artists and models,,,1955,USA,Comedy | Musical,Film,Fiction,Dean Martin | Jerry Lewis | Shirley MacLaine,dean martin | jerry lewis | shirley maclaine,,
4ce2b6c047827,Asani Sanket,asani sanket,Satyajit Ray,satyajit ray,1973,India,War,Film,Fiction,Soumitra Chatterjee | Babita | Ramesh Mukherjee,soumitra chatterjee | babita | ramesh mukherjee,Distant Thunder | Ashani Sanket,distant thunder | ashani sanket
4ce2b6c04cde4,The Asphalt Jungle,the asphalt jungle,John Huston,john huston,1950,USA,Film noir,Film,Fiction,Sterling Hayden | Louis Calhern | Jean Hagen,sterling hayden | louis calhern | jean hagen,,
4ce2b6c0785ef,Sciuscià,sciuscia,,,1946,Italy,Drama,Film,Fiction,Franco Interlenghi | Rinaldo Smordoni | Aniello Mele,franco interlenghi | rinaldo smordoni | aniello mele,Ragazzi | Shoeshine,ragazzi | shoeshine
4ce2b6c07c1bd,AMATOR,amator,Krzysztof Kieslowski,krzysztof kieslowski,1979,Poland,Comedy,Film,Fiction,Jerzy Stuhr | Malgorzata Zabkowska | Ewa Pokas,jerzy stuhr | malgorzata zabkowska | ewa pokas,The DILETTANTE | CAMERA BUFF | CINE-AMATEUR,the dilettante | camera buff | cine-amateur
4ce2b6c142934,Zelig,zelig,Woody Allen,woody allen,1983,USA,Comedy,Film,Fiction,Patrick Horgan | Michel Moinot | Simone de Bagno,patrick horgan | michel moinot | simone de bagno,Identity Crisis and Its Relationship to Personality Disorder | The Cat's Pyjamas,identity crisis and its relationship to personality disorder | the cat's pyjamas
4ce2b6c22bfc8,Rocky III,rocky iii,Sylvester Stallone,sylvester stallone,1982,USA,Sport | Drama,Film,Fiction,Sylvester Stallone | Talia Shire | Burt Young,sylvester stallone | talia shire | burt young,Rocky 3,rocky 3
4ce2b6c2df83e,The Purple Rose of Cairo,the purple rose of cairo,Woody Allen,woody allen,1985,USA,Comedy | Fantasy,Film,Fiction,Mia Farrow | Jeff Daniels | Danny Aiello,mia farrow | jeff daniels | danny aiello,,
4ce2b6c32209a,Mephisto,mephisto,István Szabó,istvan szabo,1981,Austria | Hungary | Federal Republic of Germany,Drama,Film,Fiction,Klaus Maria Brandauer | Ildikó Bánsági | Krystyna Janda,klaus maria brandauer | ildiko bansagi | krystyna janda,,
4ce2b6c388789,Bliss,bliss,Gregory J. Markopoulos,gregory j. markopoulos,1967,USA,Artists' Moving Image,Film,Non Fiction,,,,
4ce2b6c38c8ea,MOSES UND ARON,moses und aron,Jean-Marie Straub | Danièle Huillet,jean-marie straub | daniele huillet,1974,Austria | France | Italy | Federal Republic of Germany,Performance music video,Film,Fiction,Eva Csapè | Werner Mann | Günter Reich,eva csape | werner mann | gunter reich,MOÏSE ET AARON | MOSES AND ARON | MOSES AND AARON | MOSES UND AARON,moïse et aaron | moses and aron | moses and aaron | moses und aaron
4ce2b6c39542b,Pale Rider,pale rider,Clint Eastwood,clint eastwood,1985,USA,Western,Film,Fiction,Clint Eastwood | Michael Moriarty | Carrie Snodgress,clint eastwood | michael moriarty | carrie snodgress,,
4ce2b6c39c104,The Outsiders,the outsiders,Francis Ford Coppola,francis ford coppola,1983,USA,Crime,Film,Fiction,Matt Dillon | Ralph Macchio | C. Thomas Howell,matt dillon | ralph macchio | c. thomas howell,The Outsiders   The Complete Novel,the outsiders   the complete novel
4ce2b6c5aafc4,I Think They Call Him John,i think they call him john,John Krish,john krish,1964,United Kingdom,Documentary,Film,Non Fiction,Victor Spinetti | Bessie Love,victor spinetti | bessie love,,
4ce2b6cbc72f7,In the Year of the Pig,in the year of the pig,Emile De Antonio,emile de antonio,1968,USA,Documentary | War,Film,Non Fiction,John F. Dulles | Joe McCarthy | Ho Chi Minh,john f. dulles | joe mccarthy | ho chi minh,,
