voter_id,raw_film_title,normed_film_title,searchable_film_title,film_director,film_director_searchable,film_year,film_id
558,Beshkempir,Beshkempir,beshkempir,Aktan Arym Kubat,aktan arym kubat,1998,4ce2b7fd6185b
558,Gabbeh,Gabbeh,gabbeh,Mohsen Makhmalbaf,mohsen makhmalbaf,1996,4ce2b7ee0f12e
558,Land of Fathers,Land of Fathers,land of fathers,Shaken Aimanov,shaken aimanov,1966,4ce2b78f168f3
558,"Matrix, The",The Matrix,the matrix,Andy Wachowski/Lana Wachowski,andy wachowski/lana wachowski,1999,4ce2b81295544
558,Modern Times,Modern Times,modern times,Charles Chaplin,charles chaplin,1936,4ce2b6bbbf1e2
558,Nights of Cabiria,Nights of Cabiria,nights of cabiria,Federico Fellini,federico fellini,1957,4ce2b8331649f
558,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
558,Solaris,Solaris,solaris,Andrei Tarkovsky,andrei tarkovsky,1972,4ce2b6b657a6a
558,"Spring, Summer, Fall, Winter and Spring…","Spring, Summer, Fall, Winter and Spring…","spring, summer, fall, winter and spring…",Kim Ki-Duk,kim ki-duk,2003,4ce2b89a9ee7b
558,Wild Strawberries,Wild Strawberries,wild strawberries,Ingmar Bergman,ingmar bergman,1957,4ce2b6b6466ce
1033,Barry Lyndon,Barry Lyndon,barry lyndon,Stanley Kubrick,stanley kubrick,1975,4ce2b6bc285f7
1033,"Death of Mr Lazarescu, The",The Death of Mr Lazarescu,the death of mr lazarescu,Cristi Puiu,cristi puiu,2005,4ce2b8b181b6e
1033,"Enigma of Kaspar Hauser, The",The Enigma of Kaspar Hauser,the enigma of kaspar hauser,Werner Herzog,werner herzog,1974,4ce2b6ad87c49
1033,Hidden,Hidden,hidden,Michael Haneke,michael haneke,2004,4ce2b8b17e6c2
1033,"Killing of a Chinese Bookie, The",The Killing of a Chinese Bookie,the killing of a chinese bookie,John Cassavetes,john cassavetes,1976,4ce2b6ae11be2
1033,"Man Escaped, A",A Man Escaped,a man escaped,Robert Bresson,robert bresson,1956,4ce2b6a7da289
1033,"Match Factory Girl, The",The Match Factory Girl,the match factory girl,Aki Kaurismaki,aki kaurismaki,1990,4ce2b7a386c30
1033,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
1033,My Childhood,My Childhood,my childhood,Bill Douglas,bill douglas,1972,4ce2b6b10e49d
1033,"Silence, The",The Silence,the silence,Ingmar Bergman,ingmar bergman,1963,4ce2b6b94a861
316,2001: A Space Odyssey,2001: A Space Odyssey,2001: a space odyssey,Stanley Kubrick,stanley kubrick,1968,4ce2b6b9450a5
316,Andrei Rublev,Andrei Rublev,andrei rublev,Andrei Tarkovsky,andrei tarkovsky,1966,4ce2b6b7433c1
316,Barton Fink,Barton Fink,barton fink,Joel & Ethan Coen,joel & ethan coen,1991,4ce2b7a7c7114
316,Blade Runner,Blade Runner,blade runner,Ridley Scott,ridley scott,1982,4ce2b69ac89d8
316,Blow Up,Blow Up,blow up,Michelangelo Antonioni,michelangelo antonioni,1966,4ce2b6f695fc4
316,"Discreet Charm of the Bourgeoisie, The",The Discreet Charm of the Bourgeoisie,the discreet charm of the bourgeoisie,Luis Buñuel,luis bunuel,1972,4ce2b6a76bf31
316,Don't Look Now,Don't Look Now,don't look now,Nicolas Roeg,nicolas roeg,1973,4ce2b6a91da80
316,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
316,Masculin Féminin,Masculin Féminin,masculin feminin,Jean-Luc Godard,jean-luc godard,1966,4ce2b6b0155c4
316,Mulholland Dr,Mulholland Dr,mulholland dr,David Lynch,david lynch,2001,4ce2b8379038e
1090,"Aguirre, Wrath of God","Aguirre, Wrath of God","aguirre, wrath of god",Werner Herzog,werner herzog,1972,4ce2b6a54c395
1090,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
1090,Killer of Sheep,Killer of Sheep,killer of sheep,Charles Burnett,charles burnett,1977,4ce2b736ee9c0
1090,Memories of Underdevelopment,Memories of Underdevelopment,memories of underdevelopment,Tomás Gutiérrez Alea,tomas gutierrez alea,1968,4ce2b6b03bb00
1090,"Pawnbroker, The",The Pawnbroker,the pawnbroker,Sydney Lumet,sydney lumet,1964,4ce2b6b2bba54
1090,Saraband,Saraband,saraband,Ingmar Bergman,ingmar bergman,2003,4ce2b885c2f81
1090,"Short Film About Killing, A",A Short Film About Killing,a short film about killing,Krzysztof Kieslowski,krzysztof kieslowski,1987,4ce2b7972a879
1090,"Spirit of the Beehive, The",The Spirit of the Beehive,the spirit of the beehive,Víctor Erice,victor erice,1973,4ce2b6a99de5f
1090,Underground,Underground,underground,Emir Kusturica,emir kusturica,1995,4ce2b7cb624b7
1090,Yeelen,Yeelen,yeelen,Souleymane Cisse,souleymane cisse,1987,4ce2b79d52351
624,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
624,"Colour of Pomegranates, The",The Colour of Pomegranates,the colour of pomegranates,Sergei Parajanov,sergei parajanov,1968,4ce2b6e73c109
624,"Exterminating Angel, The",The Exterminating Angel,the exterminating angel,Luis Buñuel,luis bunuel,1962,4ce2b6b995895
624,Happy Together,Happy Together,happy together,Wong Kar Wai,wong kar wai,1997,4ce2b803e5b2f
624,Kaos,Kaos,kaos,Paolo and Vittorio Taviani,paolo and vittorio taviani,1984,4ce2b7338af44
624,"Night of the Hunter, The",The Night of the Hunter,the night of the hunter,Charles Laughton,charles laughton,1955,4ce2b6b185765
624,Once Upon a Time in America,Once Upon a Time in America,once upon a time in america,Sergio Leone,sergio leone,1983,4ce2b6e31e32e
624,Seven Samurai,Seven Samurai,seven samurai,Akira Kurosawa,akira kurosawa,1954,4ce2b6b5b6382
624,"Son, The",The Son,the son,Jean-Pierre Dardenne/Luc Dardenne,jean-pierre dardenne/luc dardenne,2002,4ce2b872dd8ff
624,Spirited Away,Spirited Away,spirited away,Miyazaki Hayao,miyazaki hayao,2001,4ce2b83f86eb2
444,Bande à part,Bande à part,bande a part,Jean-Luc Godard,jean-luc godard,1964,4ce2b6a48ca02
444,Blue Velvet,Blue Velvet,blue velvet,David Lynch,david lynch,1986,4ce2b6f6c85c4
444,Do The Right Thing,Do The Right Thing,do the right thing,Spike Lee,spike lee,1989,4ce2b794e6dfb
444,"dolce vita, La",La dolce vita,la dolce vita,Federico Fellini,federico fellini,1960,4ce2b6a90d39d
444,Downfall Reworked for YouTube,Downfall Reworked for YouTube,downfall reworked for youtube,Oliver Hirschbiegel,oliver hirschbiegel,,10001
444,"Outsiders, The",The Outsiders,the outsiders,Francis Ford Coppola,francis ford coppola,1983,4ce2b6c39c104
444,Pakeezah,Pakeezah,pakeezah,Kamal Amrohi,kamal amrohi,1972,4ce2b75403504
444,Psycho,Psycho,psycho,Alfred Hitchcock,alfred hitchcock,1960,4ce2b6b39fc24
444,Raging Bull,Raging Bull,raging bull,Martin Scorsese,martin scorsese,1980,4ce2b6bf2249d
444,Sweet Smell of Success,Sweet Smell of Success,sweet smell of success,Alexander Mackendrick,alexander mackendrick,1957,4ce2b6b774f0f
855,"Apartment, The",The Apartment,the apartment,Billy Wilder,billy wilder,1960,4ce2b6c010eb7
855,"Asphalt Jungle, The",The Asphalt Jungle,the asphalt jungle,John Huston,john huston,1950,4ce2b6c04cde4
855,"Best Years of Our Lives, The",The Best Years of Our Lives,the best years of our lives,William Wyler,william wyler,1946,4ce2b6bf4befa
855,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
855,Cluny Brown,Cluny Brown,cluny brown,Ernst Lubitsch,ernst lubitsch,1946,4ce2b6a7bab4b
855,Hannah and Her Sisters,Hannah and Her Sisters,hannah and her sisters,Woody Allen,woody allen,1986,4ce2b7234f9b8
855,Kotch,Kotch,kotch,Jack Lemmon,jack lemmon,1971,4ce2b6ae48730
855,"Jour se Leve, Le",Le Jour se Leve,le jour se leve,Marcel Carné,marcel carne,1939,4ce2b6adaff92
855,Red River,Red River,red river,Howard Hawks/Arthur Rosson,howard hawks/arthur rosson,1947,4ce2b6b416034
855,Twelve O'Clock High,Twelve O'Clock High,twelve o'clock high,Henry King,henry king,1949,4ce2b6b92a9f0
1115,A nos Amours,A nos Amours,a nos amours,Maurice Pialat,maurice pialat,1983,4ce2b69a3415f
1115,Alphaville,Alphaville,alphaville,Jean-Luc Godard,jean-luc godard,1965,4ce2b6eadf87b
1115,Belle de Jour,Belle de Jour,belle de jour,Luis Buñuel,luis bunuel,1967,4ce2b6a59d655
1115,"Clockwork Orange, A",A Clockwork Orange,a clockwork orange,Stanley Kubrick,stanley kubrick,1971,4ce2b6a7b69f6
1115,"Lovers on the Bridge, The",The Lovers on the Bridge,the lovers on the bridge,Leos Carax,leos carax,1991,4ce2b79c26d23
1115,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
1115,Mouchette,Mouchette,mouchette,Robert Bresson,robert bresson,1966,4ce2b6b0d7f12
1115,Opening Night,Opening Night,opening night,John Cassavetes,john cassavetes,1977,4ce2b6bedc2bb
1115,"River, The",The River,the river,Jean Renoir,jean renoir,1951,4ce2b6b46ab2d
1115,"Salo, or The 120 Days of Sodom","Salo, or The 120 Days of Sodom","salo, or the 120 days of sodom",Pier Paolo Pasolini,pier paolo pasolini,1975,4ce2b6b4ead96
886,"Adversary, The",The Adversary,the adversary,Satyajit Ray,satyajit ray,1971,4ce2b6b36514c
886,"Bogey-Man, The",The Bogey-Man,the bogey-man,Govindan Aravindan,govindan aravindan,1980,4ce2b735ec7cc
886,Close-Up,Close-Up,close-up,Abbas Kiarostami,abbas kiarostami,1989,4ce2b7a39630e
886,"End of Summer, The",The End of Summer,the end of summer,Ozu Yasujirô ,ozu yasujiro ,1961,4ce2b6ae3a9a9
886,"Golden Thread, The",The Golden Thread,the golden thread,Ritwik Ghatak,ritwik ghatak,1965,4ce2b7757d932
886,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
886,Nanami: Inferno of First Love,Nanami: Inferno of First Love,nanami: inferno of first love,Hani Susumi,hani susumi,1968,4ce2b6abe18b0
886,Pale Flower,Pale Flower,pale flower,Shinoda Mashiro,shinoda mashiro,1964,4ce2b6ade691d
886,Unsere Afrikareise,Unsere Afrikareise,unsere afrikareise,Peter Kubelka,peter kubelka,1961,4ce2b6d46b377
886,Veronika Voss,Veronika Voss,veronika voss,Rainer Werner Fassbinder,rainer werner fassbinder,1982,4ce2b7691925a
704,"Arguments and a Story or Reason, Debate and a Tale","Arguments and a Story or Reason, Debate and a Tale","arguments and a story or reason, debate and a tale",Ritwik Ghatak,ritwik ghatak,1974,4ce2b732a9e56
704,"Colour of Pomegranates, The",The Colour of Pomegranates,the colour of pomegranates,Sergei Parajanov,sergei parajanov,1968,4ce2b6e73c109
704,"Crucified Lovers, The",The Crucified Lovers,the crucified lovers,Mizoguchi Kenji,mizoguchi kenji,1954,4ce2b6a785eda
704,Gyakushu Gokumon Toride/Les Paysans opprimés,Gyakushu Gokumon Toride/Les Paysans opprimés,gyakushu gokumon toride/les paysans opprimes,Tomu Uchida,tomu uchida,,10002
704,Not Reconciled,Not Reconciled,not reconciled,Jean-Marie Straub/Danièle Huillet,jean-marie straub/daniele huillet,1965,4ce2b74c919fc
704,Numéro deux,Numéro deux,numero deux,Jean-Luc Godard/Anne-Marie Miéville,jean-luc godard/anne-marie mieville,1975,4ce2b6beccfbf
704,"Painted Lady, The",The Painted Lady,the painted lady,D.W. Griffith,d.w. griffith,1912,4ce2b79803e0f
704,"Satin Slipper, The",The Satin Slipper,the satin slipper,Manoel de Oliveira,manoel de oliveira,1985,4ce2b76fc1c8d
704,Stagecoach,Stagecoach,stagecoach,John Ford,john ford,1939,4ce2b6b727a8b
704,"Union of the Great Cause, The",The Union of the Great Cause,the union of the great cause,Kozintsev and Leonid Trauberg,kozintsev and leonid trauberg,1927,4ce2b7999fb6e
1046,"4 months, 3 weeks and 2 days","4 months, 3 weeks and 2 days","4 months, 3 weeks and 2 days",Cristian Mungiu,cristian mungiu,,10003
1046,Breaking the Waves,Breaking the Waves,breaking the waves,Lars von Trier,lars von trier,1996,4ce2b7e2b963d
1046,Close-Up,Close-Up,close-up,Abbas Kiarostami,abbas kiarostami,1989,4ce2b7a39630e
1046,Down By Law,Down By Law,down by law,Jim Jarmusch,jim jarmusch,1986,4ce2b70e49bb7
1046,Funny Games,Funny Games,funny games,Michael Haneke,michael haneke,1997,4ce2b7fac7dc2
1046,Head-On,Head-On,head-on,Fatih Akin,fatih akin,2003,4ce2b8a2b0940
1046,In The Mood For Love,In The Mood For Love,in the mood for love,Wong Kar Wai,wong kar wai,2000,4ce2b8485aac9
1046,"Man Without a Past, The",The Man Without a Past,the man without a past,Aki Kaurismäki,aki kaurismaki,2002,4ce2b878c0175
1046,"Simple Even, A",A Simple Even,a simple even,Sohrab Shahid-Saless,sohrab shahid-saless,1973,4ce2b6bb4d775
1046,Songs from the Second Floor,Songs from the Second Floor,songs from the second floor,Roy Andersson,roy andersson,2000,4ce2b81d77d71
1081,"Bicycle Thieves, The",The Bicycle Thieves,the bicycle thieves,Vittorio de Sica,vittorio de sica,1948,4ce2b6ae61fec
1081,Children of Heaven,Children of Heaven,children of heaven,Majid Majidi,majid majidi,1997,4ce2b809afdfd
1081,Cinema Paradiso,Cinema Paradiso,cinema paradiso,Giuseppe Tornatore,giuseppe tornatore,1988,4ce2b797b6e41
1081,"Earth, The",The Earth,the earth,Youssef Chahine,youssef chahine,1969,4ce2b6edbea40
1081,"Godfather: Part I, The",The Godfather: Part I,the godfather: part i,Francis Ford Coppola,francis ford coppola,1972,4ce2b6ab4237b
1081,"Hours, The",The Hours,the hours,Stephen Daldry,stephen daldry,2002,4ce2b864d95e5
1081,No Country for Old Men,No Country for Old Men,no country for old men,Joel & Ethan Coen,joel & ethan coen,2007,4ce2b8c3465ff
1081,"Separation, A",A Separation,a separation,Asghar Farhadi,asghar farhadi,2011,4f4b8b7e5ef90
1081,There Will Be Blood,There Will Be Blood,there will be blood,Paul Thomas Anderson,paul thomas anderson,2007,4ce2b8c6518bb
1081,"Tree of Life, The",The Tree of Life,the tree of life,Terrence Malick,terrence malick,2010,4f4b8bf00dfa0
785,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
785,City Lights,City Lights,city lights,Charles Chaplin,charles chaplin,1931,4ce2b6bbb8e51
785,My Darling Clementine,My Darling Clementine,my darling clementine,John Ford,john ford,1946,4ce2b6b10f03e
785,Eight Deadly Shots,Eight Deadly Shots,eight deadly shots,Mikko Niskanen,mikko niskanen,1972,4ce2b6adcfa6a
785,Jules et Jim,Jules et Jim,jules et jim,François Truffaut,francois truffaut,1962,4ce2b6adb948c
785,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
785,"Règle du jeu, La",La Règle du jeu,la regle du jeu,Jean Renoir,jean renoir,1939,4ce2b6b41d658
785,Sansho Dayu,Sansho Dayu,sansho dayu,Mizoguchi Kenji,mizoguchi kenji,1954,4ce2b6b50a0d5
785,Spirited Away,Spirited Away,spirited away,Miyazaki Hayao,miyazaki hayao,2001,4ce2b83f86eb2
785,Wild Strawberries,Wild Strawberries,wild strawberries,Ingmar Bergman,ingmar bergman,1957,4ce2b6b6466ce
364,"collectionneuse, La",La collectionneuse,la collectionneuse,Eric Rohmer,eric rohmer,1966,4ce2b6a7c319e
364,Happy Together,Happy Together,happy together,Wong Kar Wai,wong kar wai,1997,4ce2b803e5b2f
364,"Host, The",The Host,the host,Bong Joon-ho,bong joon-ho,2006,4ce2b8bca3e47
364,"Libertad, La",La Libertad,la libertad,Lisandro Alonso,lisandro alonso,2001,4ce2b8650231b
364,Love Streams,Love Streams,love streams,John Cassavetes,john cassavetes,1984,4ce2b6e742567
364,Once Upon a Time in America,Once Upon a Time in America,once upon a time in america,Sergio Leone,sergio leone,1983,4ce2b6e31e32e
364,Sátántangó,Sátántangó,satantango,Béla Tarr,bela tarr,1994,4ce2b7d2993a2
364,Sisters,Sisters,sisters,Brian De Palma,brian de palma,1972,4ce2b695532d5
364,Two-Lane Blacktop,Two-Lane Blacktop,two-lane blacktop,Monte Hellman,monte hellman,1971,4ce2b6b93e9f8
364,Vivre Sa Vie,Vivre Sa Vie,vivre sa vie,Jean-Luc Godard,jean-luc godard,1962,4ce2b6ba057c9
247,Blue Velvet,Blue Velvet,blue velvet,David Lynch,david lynch,1986,4ce2b6f6c85c4
247,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
247,Johnny Guitar,Johnny Guitar,johnny guitar,Nicholas Ray,nicholas ray,1954,4ce2b6ada35e2
247,"Life and Death of Colonel Blimp, The",The Life and Death of Colonel Blimp,the life and death of colonel blimp,Michael Powell/Emeric Pressburger,michael powell/emeric pressburger,1943,4ce2b6e31bcf4
247,"Night of the Hunter, The",The Night of the Hunter,the night of the hunter,Charles Laughton,charles laughton,1955,4ce2b6b185765
247,Once Upon a Time in the West,Once Upon a Time in the West,once upon a time in the west,Sergio Leone,sergio leone,1968,4ce2b6a754af6
247,Port of Shadows,Port of Shadows,port of shadows,Marcel Carné,marcel carne,1938,4ce2b6b3b220d
247,Sunset Blvd.,Sunset Blvd.,sunset blvd.,Billy Wilder,billy wilder,1950,4ce2b6b757144
247,"Third Man, The",The Third Man,the third man,Carol Reed,carol reed,1949,4ce2b6b824610
247,Tol'able David,Tol'able David,tol'able david,Henry King,henry king,1921,4ce2b6a5c0ef0
600,Entuziazm: Simfoniya Donbassa,Entuziazm: Simfoniya Donbassa,entuziazm: simfoniya donbassa,Dziga Vertov,dziga vertov,1931,4ce2b6bf52b16
600,Fort Apache,Fort Apache,fort apache,John Ford,john ford,1948,4ce2b6aa79614
600,Othon,Othon,othon,Jean-Marie Straub/Danièle Huillet,jean-marie straub/daniele huillet,1969,4ce2b78e0bcf5
600,"Maman et la putain, La",La Maman et la putain,la maman et la putain,Jean Eustache,jean eustache,1973,4ce2b73f2ec00
600,Out 1,Out 1,out 1,Jacques Rivette,jacques rivette,1990,4ce2b753590cb
600,Ruskin,Ruskin,ruskin,Robert Beavers,robert beavers,1974,4ce2b821ef715
600,Six fois deux/Sur et sous la communication,Six fois deux/Sur et sous la communication,six fois deux/sur et sous la communication,Jean-Luc Godard/Anne-Marie Miéville,jean-luc godard/anne-marie mieville,,10004
600,Tabu,Tabu,tabu,F. W. Murnau,f. w. murnau,1931,4ce2b6b78bfc0
600,Vampyr,Vampyr,vampyr,Carl Theodor Dreyer,carl theodor dreyer,1932,4ce2b6b9a848b
600,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
66,"Battle of Algiers, The",The Battle of Algiers,the battle of algiers,Gillo Pontecorvo,gillo pontecorvo,1966,4ce2b6f24787d
66,Charulata,Charulata,charulata,Satyajit Ray,satyajit ray,1964,4ce2b6a76d983
66,Crimson Gold,Crimson Gold,crimson gold,Jafar Panahi,jafar panahi,2003,4ce2b896337d8
66,"Discreet Charm of the Bourgeoisie, The",The Discreet Charm of the Bourgeoisie,the discreet charm of the bourgeoisie,Luis Buñuel,luis bunuel,1972,4ce2b6a76bf31
66,Entranced Earth,Entranced Earth,entranced earth,Glauber Rocha,glauber rocha,1967,4ce2b693a235d
66,If….,If….,if….,Lindsay Anderson,lindsay anderson,1968,4ce2b72b789cf
66,Osaka Elegy,Osaka Elegy,osaka elegy,Mizoguchi Kenji,mizoguchi kenji,1936,4ce2b6b13cc5b
66,"Puppetmaster, The",The Puppetmaster,the puppetmaster,Hsiao-hsien Hou,hsiao-hsien hou,1993,4ce2b7c8951ef
66,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
66,Tout va Bien,Tout va Bien,tout va bien,Jean-Luc Godard/Jean-Pierre Gorin,jean-luc godard/jean-pierre gorin,1972,4ce2b6b8c184c
95,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
95,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
95,"Discreet Charm of the Bourgeoisie, The",The Discreet Charm of the Bourgeoisie,the discreet charm of the bourgeoisie,Luis Buñuel,luis bunuel,1972,4ce2b6a76bf31
95,"dolce vita, La",La dolce vita,la dolce vita,Federico Fellini,federico fellini,1960,4ce2b6a90d39d
95,"eclisse, L'",L'eclisse,l'eclisse,Michelangelo Antonioni,michelangelo antonioni,1962,4ce2b6a9624ac
95,In The Mood For Love,In The Mood For Love,in the mood for love,Wong Kar Wai,wong kar wai,2000,4ce2b8485aac9
95,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
95,"Sun, The",The Sun,the sun,Aleksandr Sokurov,aleksandr sokurov,2005,4ce2b8ae95bf1
95,"White Ribbon, The",The White Ribbon,the white ribbon,Michael Haneke,michael haneke,2009,4ce2b8d4c824d
95,Wild Strawberries,Wild Strawberries,wild strawberries,Ingmar Bergman,ingmar bergman,1957,4ce2b6b6466ce
1200,"400 Blows, The",The 400 Blows,the 400 blows,François Truffaut,francois truffaut,1959,4ce2b6b3b75b7
1200,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
1200,Amarcord,Amarcord,amarcord,Federico Fellini,federico fellini,1972,4ce2b6b4b0e0c
1200,"Bicycle Thieves, The",The Bicycle Thieves,the bicycle thieves,Vittorio de Sica,vittorio de sica,1948,4ce2b6ae61fec
1200,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
1200,"Discreet Charm of the Bourgeoisie, The",The Discreet Charm of the Bourgeoisie,the discreet charm of the bourgeoisie,Luis Buñuel,luis bunuel,1972,4ce2b6a76bf31
1200,"grande illusion, La",La grande illusion,la grande illusion,Jean Renoir,jean renoir,1937,4ce2b6ab6f1c7
1200,Paths of Glory,Paths of Glory,paths of glory,Stanley Kubrick,stanley kubrick,1957,4ce2b6b2b629c
1200,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
1200,"Seventh Seal, The",The Seventh Seal,the seventh seal,Ingmar Bergman,ingmar bergman,1957,4ce2b6b61b4e8
63,Badlands,Badlands,badlands,Terrence Malick,terrence malick,1973,4ce2b6a470348
63,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
63,Cocksucker Blues,Cocksucker Blues,cocksucker blues,Robert Frank,robert frank,1979,4ce2b70275daa
63,"Godfather: Part I, The",The Godfather: Part I,the godfather: part i,Francis Ford Coppola,francis ford coppola,1972,4ce2b6ab4237b
63,"mépris, Le",Le mépris,le mepris,Jean-Luc Godard,jean-luc godard,1963,4ce2b6b049967
63,Metropolis,Metropolis,metropolis,Fritz Lang,fritz lang,1927,4ce2b6b0544c6
63,Passion of Joan of Arc,Passion of Joan of Arc,passion of joan of arc,Carl Theodor Dreyer,carl theodor dreyer,1927,4ce2b754db651
63,Playtime,Playtime,playtime,Jacques Tati,jacques tati,1967,4ce2b6b3291db
63,Reisender Krieger,Reisender Krieger,reisender krieger,Christian Schocher,christian schocher,1981,4ce2b76092180
63,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
557,All About Eve,All About Eve,all about eve,Joseph L. Mankiewicz,joseph l. mankiewicz,1950,4ce2b6a78a11b
557,As Tears Go By,As Tears Go By,as tears go by,Wong Kar Wai,wong kar wai,1988,4ce2b79ed55f3
557,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
557,"Distant Voices, Still Lives","Distant Voices, Still Lives","distant voices, still lives",Terence Davies,terence davies,1988,4ce2b79314351
557,My Own Private Idaho,My Own Private Idaho,my own private idaho,Gus van Sant,gus van sant,1991,4ce2b7a30165c
557,Out of the Past,Out of the Past,out of the past,Jacques Tourneur,jacques tourneur,1947,4ce2b6b26aca5
557,Providence,Providence,providence,Alain Resnais,alain resnais,1977,4ce2b6b39ca6f
557,Tropical Malady,Tropical Malady,tropical malady,Apichatpong Weerasethakul,apichatpong weerasethakul,2004,4ce2b8a69d6fb
557,"Umbrellas of Cherbourg, The",The Umbrellas of Cherbourg,the umbrellas of cherbourg,Jacques Demy,jacques demy,1964,4ce2b6b295aa3
557,"Wizard of Oz, The",The Wizard of Oz,the wizard of oz,Victor Fleming,victor fleming,1939,4ce2b6bb09360
607,Barry Lyndon,Barry Lyndon,barry lyndon,Stanley Kubrick,stanley kubrick,1975,4ce2b6bc285f7
607,Blissfully Yours,Blissfully Yours,blissfully yours,Apichatpong Weerasethakul,apichatpong weerasethakul,2002,4ce2b87fe9a8c
607,Celine and Julie Go Boating,Celine and Julie Go Boating,celine and julie go boating,Jacques Rivette,jacques rivette,1974,4ce2b6fe03642
607,Flowers of Shanghai,Flowers of Shanghai,flowers of shanghai,Hsiao-hsien Hou,hsiao-hsien hou,1998,4ce2b80eaafad
607,"Green Ray, The",The Green Ray,the green ray,Eric Rohmer,eric rohmer,1986,4ce2b79ec3b22
607,"Leopard, The",The Leopard,the leopard,Luchino Visconti,luchino visconti,1963,4ce2b6aadb03d
607,My American Uncle,My American Uncle,my american uncle,Alain Resnais,alain resnais,1980,4ce2b6bea6f6f
607,Pickpocket,Pickpocket,pickpocket,Robert Bresson,robert bresson,1959,4ce2b6b30995b
607,"Règle du jeu, La",La Règle du jeu,la regle du jeu,Jean Renoir,jean renoir,1939,4ce2b6b41d658
607,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
1035,"Aguirre, Wrath of God","Aguirre, Wrath of God","aguirre, wrath of god",Werner Herzog,werner herzog,1972,4ce2b6a54c395
1035,Alphaville,Alphaville,alphaville,Jean-Luc Godard,jean-luc godard,1965,4ce2b6eadf87b
1035,"Havre, Le",Le Havre,le havre,Aki Kaurismaki,aki kaurismaki,2010,4ce2b8dd46b52
1035,"Killing of a Chinese Bookie, The",The Killing of a Chinese Bookie,the killing of a chinese bookie,John Cassavetes,john cassavetes,1976,4ce2b6ae11be2
1035,Modern Life,Modern Life,modern life,Raymond Depardon,raymond depardon,2008,4ce2b8cb65a27
1035,Pickpocket,Pickpocket,pickpocket,Robert Bresson,robert bresson,1959,4ce2b6b30995b
1035,"River, The",The River,the river,Tsai Ming Liang,tsai ming liang,1997,4ce2b7f21b141
1035,Silent Light,Silent Light,silent light,Carlos Reygadas,carlos reygadas,2007,4ce2b8c3565bc
1035,Stalker,Stalker,stalker,Andrei Tarkovsky,andrei tarkovsky,1979,4ce2b6bf3bbfd
1035,Tropical Malady,Tropical Malady,tropical malady,Apichatpong Weerasethakul,apichatpong weerasethakul,2004,4ce2b8a69d6fb
1180,Breathless,Breathless,breathless,Jean-Luc Godard,jean-luc godard,1960,4ce2b6bfd1ebb
1180,Dog Day Afternoon,Dog Day Afternoon,dog day afternoon,Sidney Lumet,sidney lumet,1975,4ce2b6a909d23
1180,Memories of Underdevelopment,Memories of Underdevelopment,memories of underdevelopment,Tomás Gutiérrez Alea,tomas gutierrez alea,1968,4ce2b6b03bb00
1180,Night and Fog,Night and Fog,night and fog,Alain Resnais,alain resnais,1955,4ce2b6b1ca76f
1180,Nostalgia for the Light,Nostalgia for the Light,nostalgia for the light,Patricio Guzmán,patricio guzman,2010,4ce2b8de821d9
