voter_id,raw_film_title,normed_film_title,searchable_film_title,film_director,film_director_searchable,film_year,film_id
19,Opening Night,Opening Night,opening night,John Cassavetes,john cassavetes,1977,4ce2b6bedc2bb
208,2001: A Space Odyssey,2001: A Space Odyssey,2001: a space odyssey,Stanley Kubrick,stanley kubrick,1968,4ce2b6b9450a5
208,Chinatown,Chinatown,chinatown,Roman Polanski,roman polanski,1974,4ce2b6a78d5ab
208,"grande illusion, La",La grande illusion,la grande illusion,Jean Renoir,jean renoir,1937,4ce2b6ab6f1c7
208,Late Spring,Late Spring,late spring,Ozu Yasujirô ,ozu yasujiro ,1949,4ce2b6a498bd1
208,Lawrence of Arabia,Lawrence of Arabia,lawrence of arabia,David Lean,david lean,1962,4ce2b6aea50ea
208,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
208,Sunrise,Sunrise,sunrise,F. W. Murnau,f. w. murnau,1927,4ce2b6b7568ee
208,Taxi Driver,Taxi Driver,taxi driver,Martin Scorsese,martin scorsese,1976,4ce2b6b7bc1b8
208,Ugetsu Monogatari,Ugetsu Monogatari,ugetsu monogatari,Mizoguchi Kenji,mizoguchi kenji,1953,4ce2b6b94daff
208,"Wild Bunch, The",The Wild Bunch,the wild bunch,Sam Peckinpah,sam peckinpah,1969,4ce2b6bad3a0d
713,"argent, L'",L'argent,l'argent,Robert Bresson,robert bresson,1983,4ce2b6edeeb13
713,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
713,Berlin Alexanderplatz,Berlin Alexanderplatz,berlin alexanderplatz,Rainer Werner Fassbinder,rainer werner fassbinder,,4f4b9a8382524
713,Chunhyangdyun,Chunhyangdyun,chunhyangdyun,Im Kwon-taek ,im kwon-taek ,2000,4ce2b83897462
713,Gertrud,Gertrud,gertrud,Carl Theodor Dreyer,carl theodor dreyer,1964,4ce2b6ab03131
713,Late Spring,Late Spring,late spring,Ozu Yasujirô ,ozu yasujiro ,1949,4ce2b6a498bd1
713,Notorious,Notorious,notorious,Alfred Hitchcock,alfred hitchcock,1946,4ce2b6b1bc4ee
713,Nouvelle Vague,Nouvelle Vague,nouvelle vague,Jean-Luc Godard,jean-luc godard,1990,4ce2b79f13e40
713,Stromboli,Stromboli,stromboli,Roberto Rossellini,roberto rossellini,1950,4ce2b6b6d8bc6
713,"Vampires, Les",Les Vampires,les vampires,Louis Feuillade,louis feuillade,1915,4ce2b78287dba
736,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
736,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
736,Kind Hearts and Coronets,Kind Hearts and Coronets,kind hearts and coronets,Robert Hamer,robert hamer,1949,4ce2b73453fda
736,Love Me Tonight,Love Me Tonight,love me tonight,Rouben Mamoulian,rouben mamoulian,1932,4ce2b6af4711f
736,"Marriage Circle, The",The Marriage Circle,the marriage circle,Ernst Lubitsch,ernst lubitsch,1923,4ce2b6b00a236
736,Napoleon,Napoleon,napoleon,Abel Gance,abel gance,1927,4ce2b6b13ea6d
736,"nous la liberté, A",A nous la liberté,a nous la liberte,René Clair,rene clair,1931,4ce2b6c00289c
736,Partie de campagne,Partie de campagne,partie de campagne,Jean Renoir,jean renoir,1936,4ce2b6b2a3772
736,Sunrise,Sunrise,sunrise,F. W. Murnau,f. w. murnau,1927,4ce2b6b7568ee
736,Top Hat,Top Hat,top hat,Mark Sandrich,mark sandrich,1935,4ce2b6b8ab56a
879,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
879,Au Hasard Balthazar,Au Hasard Balthazar,au hasard balthazar,Robert Bresson,robert bresson,1966,4ce2b6a44b82c
879,Beau Travail,Beau Travail,beau travail,Claire Denis,claire denis,1998,4ce2b8203c690
879,Close-Up,Close-Up,close-up,Abbas Kiarostami,abbas kiarostami,1989,4ce2b7a39630e
879,Last Year At Marienbad,Last Year At Marienbad,last year at marienbad,Alain Resnais,alain resnais,1961,4ce2b6bfecaeb
879,"mépris, Le",Le mépris,le mepris,Jean-Luc Godard,jean-luc godard,1963,4ce2b6b049967
879,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
879,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
879,Tropical Malady,Tropical Malady,tropical malady,Apichatpong Weerasethakul,apichatpong weerasethakul,2004,4ce2b8a69d6fb
879,Hour of the Wolf,Hour of the Wolf,hour of the wolf,Ingmar Bergman,ingmar bergman,1968,4ce2b6b9ad9b2
982,Alien,Alien,alien,Ridley Scott,ridley scott,1979,4ce2b6bbe2a40
982,All That Jazz,All That Jazz,all that jazz,Bob Fosse,bob fosse,1979,4ce2b6bbe7343
982,Amarcord,Amarcord,amarcord,Federico Fellini,federico fellini,1972,4ce2b6b4b0e0c
982,Blade Runner,Blade Runner,blade runner,Ridley Scott,ridley scott,1982,4ce2b69ac89d8
982,"Conversation, The",The Conversation,the conversation,Francis Ford Coppola,francis ford coppola,1974,4ce2b6a7ea9b8
982,Easy Rider,Easy Rider,easy rider,Peter Fonda/Dennis Hopper,peter fonda/dennis hopper,1969,4ce2b6a95e369
982,Forrest Gump,Forrest Gump,forrest gump,Robert Zemeckis,robert zemeckis,1994,4ce2b7cb0ad9a
982,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,one flew over the cuckoo's nest,Milos Forman,milos forman,1975,4ce2b6b218cee
982,Pink Floyd The Wall,Pink Floyd The Wall,pink floyd the wall,Alan Parker,alan parker,1982,4ce2b69ba2b63
982,Star Wars,Star Wars,star wars,George Lucas,george lucas,1977,4ce2b6b738e6d
1096,"4 months, 3 weeks and 2 days","4 months, 3 weeks and 2 days","4 months, 3 weeks and 2 days",Cristian Mungiu,cristian mungiu,,10003
1096,Andrei Rublev,Andrei Rublev,andrei rublev,Andrei Tarkovsky,andrei tarkovsky,1966,4ce2b6b7433c1
1096,Badlands,Badlands,badlands,Terrence Malick,terrence malick,1973,4ce2b6a470348
1096,"Bicycle Thieves, The",The Bicycle Thieves,the bicycle thieves,Vittorio de Sica,vittorio de sica,1948,4ce2b6ae61fec
1096,City Lights,City Lights,city lights,Charles Chaplin,charles chaplin,1931,4ce2b6bbb8e51
1096,"Godfather: Part I, The",The Godfather: Part I,the godfather: part i,Francis Ford Coppola,francis ford coppola,1972,4ce2b6ab4237b
1096,"Man Who Shot Liberty Valance, The",The Man Who Shot Liberty Valance,the man who shot liberty valance,John Ford,john ford,1962,4ce2b6afe44fd
1096,Ordet,Ordet,ordet,Carl Theodor Dreyer,carl theodor dreyer,1955,4ce2b752105a2
1096,"Trial of Joan of Arc, The",The Trial of Joan of Arc,the trial of joan of arc,Robert Bresson,robert bresson,1962,4ce2b75c709d9
1096,"Turin Horse, The",The Turin Horse,the turin horse,Béla Tarr,bela tarr,,10008
998,Bob & Carol & Ted & Alice,Bob & Carol & Ted & Alice,bob & carol & ted & alice,Paul Mazursky,paul mazursky,1969,4ce2b6a5ea48c
998,Crumb,Crumb,crumb,Terry Zwigoff,terry zwigoff,1994,4ce2b7db80dc2
998,David Holzman's Diary,David Holzman's Diary,david holzman's diary,Jim McBride,jim mcbride,1968,4ce2b6a880126
998,Dillinger Is Dead,Dillinger Is Dead,dillinger is dead,Marco Ferreri,marco ferreri,1968,4ce2b6a8dc8f9
998,"Graduate, The",The Graduate,the graduate,Mike Nichols,mike nichols,1967,4ce2b6ab6a59f
998,Love in the Afternoon,Love in the Afternoon,love in the afternoon,Eric Rohmer,eric rohmer,1979,4ce2b6bfd6ea3
998,"Maman et la putain, La",La Maman et la putain,la maman et la putain,Jean Eustache,jean eustache,1973,4ce2b73f2ec00
998,Nashville,Nashville,nashville,Robert Altman,robert altman,1975,4ce2b6b143f57
998,Two Lovers,Two Lovers,two lovers,James Gray,james gray,2008,4ce2b8c6b7298
998,We Won't Grow Old Together,We Won't Grow Old Together,we won't grow old together,Maurice Pialat,maurice pialat,1972,4ce2b6b1c2bff
322,Battleship Potemkin,Battleship Potemkin,battleship potemkin,Sergei M Eisenstein,sergei m eisenstein,1925,4ce2b6a68bd9d
322,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
322,Days of Heaven,Days of Heaven,days of heaven,Terrence Malick,terrence malick,1978,4ce2b6bcd514a
322,Great Expectations,Great Expectations,great expectations,David Lean,david lean,1946,4ce2b6ab7c97b
322,"Kid, The",The Kid,the kid,Charles Chaplin,charles chaplin,1921,4ce2b6bbbc8e5
322,Kind Hearts and Coronets,Kind Hearts and Coronets,kind hearts and coronets,Robert Hamer,robert hamer,1949,4ce2b73453fda
322,King Kong,King Kong,king kong,Merian C. Cooper/Ernest B. Schoedsack,merian c. cooper/ernest b. schoedsack,1933,4ce2b6ae1daad
322,Napoleon,Napoleon,napoleon,Abel Gance,abel gance,1927,4ce2b6b13ea6d
322,"Third Man, The",The Third Man,the third man,Carol Reed,carol reed,1949,4ce2b6b824610
322,"Wizard of Oz, The",The Wizard of Oz,the wizard of oz,Victor Fleming,victor fleming,1939,4ce2b6bb09360
775,Five Easy Pieces,Five Easy Pieces,five easy pieces,Bob Rafelson,bob rafelson,1970,4ce2b6aa3733f
775,Freaks,Freaks,freaks,Tod Browning,tod browning,1932,4ce2b6aa9d289
775,"Girl on the Bridge, The",The Girl on the Bridge,the girl on the bridge,Patrice Leconte,patrice leconte,1998,4ce2b820bfca3
775,"Godfather: Part II, The",The Godfather: Part II,the godfather: part ii,Francis Ford Coppola,francis ford coppola,1974,4ce2b6ab42667
775,Rear Window,Rear Window,rear window,Alfred Hitchcock,alfred hitchcock,1954,4ce2b6955c6ba
775,"Searchers, The",The Searchers,the searchers,John Ford,john ford,1956,4ce2b6b54abdf
775,"strada, La",La strada,la strada,Federico Fellini,federico fellini,1954,4ce2b6b6b7aca
775,"Sweet Hereafter, The",The Sweet Hereafter,the sweet hereafter,Atom Egoyan,atom egoyan,1997,4ce2b7fb288ab
775,Taxi Driver,Taxi Driver,taxi driver,Martin Scorsese,martin scorsese,1976,4ce2b6b7bc1b8
775,To Kill a Mockingbird,To Kill a Mockingbird,to kill a mockingbird,Robert Mulligan,robert mulligan,1962,4ce2b6b88f192
1044,Come And See,Come And See,come and see,Elem Klimov,elem klimov,1985,4ce2b72b62c27
1044,Cries and Whispers,Cries and Whispers,cries and whispers,Ingmar Bergman,ingmar bergman,1972,4ce2b6b9f3ba7
1044,Elephant,Elephant,elephant,Gus van Sant,gus van sant,2003,4ce2b895480e3
1044,Hidden,Hidden,hidden,Michael Haneke,michael haneke,2004,4ce2b8b17e6c2
1044,How to be Loved,How to be Loved,how to be loved,Wojciech Has,wojciech has,1962,4ce2b6ad7924c
1044,Melancholia,Melancholia,melancholia,Lars von Trier,lars von trier,2011,4f4b8d17bedb4
1044,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
1044,"Sacrifice, The",The Sacrifice,the sacrifice,Andrei Tarkovsky,andrei tarkovsky,1986,4ce2b7654f090
1044,"Short Film About Killing, A",A Short Film About Killing,a short film about killing,Krzysztof Kieslowski,krzysztof kieslowski,1987,4ce2b7972a879
1044,There Will Be Blood,There Will Be Blood,there will be blood,Paul Thomas Anderson,paul thomas anderson,2007,4ce2b8c6518bb
1072,"argent, L'",L'argent,l'argent,Robert Bresson,robert bresson,1983,4ce2b6edeeb13
1072,"berceau de cristal, Le",Le berceau de cristal,le berceau de cristal,Philippe Garrel,philippe garrel,1975,4ce2b6f3bba45
1072,Ere erera baleibu icik subua aruaren,Ere erera baleibu icik subua aruaren,ere erera baleibu icik subua aruaren,José Antonio Sistiaga,jose antonio sistiaga,1970,4ce2b7129e554
1072,Kiss Me Deadly,Kiss Me Deadly,kiss me deadly,Robert Aldrich,robert aldrich,1955,4ce2b6ae29aee
1072,Line Describing a Cone,Line Describing a Cone,line describing a cone,Anthony McCall,anthony mccall,1973,4ce2b73934601
1072,Mothlight,Mothlight,mothlight,Stan Brakhage,stan brakhage,1963,4ce2b6b0d6787
1072,Our Daily Bread,Our Daily Bread,our daily bread,Nikolaus Geyrhalter,nikolaus geyrhalter,2005,4ce2b8ca62f84
1072,"Piano Teacher, The",The Piano Teacher,the piano teacher,Michael Haneke,michael haneke,2001,4ce2b84fa96ca
1072,"Région Centrale, La",La Région Centrale,la region centrale,Michael Snow,michael snow,1971,4ce2b76077257
1072,Zero de Conduite,Zero de Conduite,zero de conduite,Jean Vigo,jean vigo,1933,4ce2b6bb90b37
1108,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
1108,Diary of a Country Priest,Diary of a Country Priest,diary of a country priest,Robert Bresson,robert bresson,1951,4ce2b6adac471
1108,"Gospel According to St Matthew, The",The Gospel According to St Matthew,the gospel according to st matthew,Pier Paolo Pasolini,pier paolo pasolini,1964,4ce2b78292f14
1108,Last Year At Marienbad,Last Year At Marienbad,last year at marienbad,Alain Resnais,alain resnais,1961,4ce2b6bfecaeb
1108,Letter From an Unknown Woman,Letter From an Unknown Woman,letter from an unknown woman,Max Ophüls,max ophuls,1948,4ce2b6aec1d37
1108,My Night with Maud,My Night with Maud,my night with maud,Eric Rohmer,eric rohmer,1969,4ce2b6afdc8ac
1108,Persona,Persona,persona,Ingmar Bergman,ingmar bergman,1966,4ce2b6b2deaa5
1108,Pierrot le Fou,Pierrot le Fou,pierrot le fou,Jean-Luc Godard,jean-luc godard,1965,4ce2b6b310bc0
1108,"Règle du jeu, La",La Règle du jeu,la regle du jeu,Jean Renoir,jean renoir,1939,4ce2b6b41d658
1108,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
576,Au Hasard Balthazar,Au Hasard Balthazar,au hasard balthazar,Robert Bresson,robert bresson,1966,4ce2b6a44b82c
576,Berlin Alexanderplatz,Berlin Alexanderplatz,berlin alexanderplatz,Rainer Werner Fassbinder,rainer werner fassbinder,,4f4b9a8382524
576,"Brighter Summer Day, A",A Brighter Summer Day,a brighter summer day,Edward Yang,edward yang,1991,4ce2b7b78a3f5
576,Earth,Earth,earth,Aleksandr Dovzhenko,aleksandr dovzhenko,1930,4ce2b6bb8e7a6
576,Greed,Greed,greed,Erich von Stroheim,erich von stroheim,1925,4ce2b7219ffd8
576,His Girl Friday,His Girl Friday,his girl friday,Howard Hawks,howard hawks,1939,4ce2b6ac5e051
576,"Maman et la putain, La",La Maman et la putain,la maman et la putain,Jean Eustache,jean eustache,1973,4ce2b73f2ec00
576,Still Life,Still Life,still life,Sohrab Shahid Saless,sohrab shahid saless,1974,4ce2b6b78a513
576,Touch of Evil,Touch of Evil,touch of evil,Orson Welles,orson welles,1958,4ce2b6b8bc241
576,Ugetsu Monogatari,Ugetsu Monogatari,ugetsu monogatari,Mizoguchi Kenji,mizoguchi kenji,1953,4ce2b6b94daff
1134,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
1134,"Bad News Bears, The",The Bad News Bears,the bad news bears,Michael Ritchie,michael ritchie,1976,4ce2b6bc22eef
1134,Carrie,Carrie,carrie,Brian de Palma,brian de palma,1976,4ce2b6bfbf08f
1134,Dazed and Confused,Dazed and Confused,dazed and confused,Richard Linklater,richard linklater,1993,4ce2b7be79f09
1134,"Good, the Bad and the Ugly, The","The Good, the Bad and the Ugly","the good, the bad and the ugly",Sergio Leone,sergio leone,1966,4ce2b6a6b65d6
1134,"Great Escape, The",The Great Escape,the great escape,John Sturges,john sturges,1963,4ce2b6ab7bd34
1134,His Girl Friday,His Girl Friday,his girl friday,Howard Hawks,howard hawks,1939,4ce2b6ac5e051
1134,Jaws,Jaws,jaws,Steven Spielberg,steven spielberg,1975,4ce2b6ad82ff5
1134,Pretty Maids All in a Row,Pretty Maids All in a Row,pretty maids all in a row,Roger Vadim,roger vadim,1971,4ce2b6b36e5a7
1134,Rolling Thunder,Rolling Thunder,rolling thunder,John Flynn,john flynn,1997,4ce2b6b48e797
1134,Sorcerer,Sorcerer,sorcerer,William Friedkin,william friedkin,1977,4ce2b6b6808f4
1134,Taxi Driver,Taxi Driver,taxi driver,Martin Scorsese,martin scorsese,1976,4ce2b6b7bc1b8
952,2001: A Space Odyssey,2001: A Space Odyssey,2001: a space odyssey,Stanley Kubrick,stanley kubrick,1968,4ce2b6b9450a5
952,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
952,Being There,Being There,being there,Hal Ashby,hal ashby,1979,4ce2b6bc32329
952,Blade Runner,Blade Runner,blade runner,Ridley Scott,ridley scott,1982,4ce2b69ac89d8
952,It's a Wonderful Life,It's a Wonderful Life,it's a wonderful life,Frank Capra,frank capra,1947,4ce2b72fd693f
952,"Jetée, La",La Jetée,la jetee,Chris Marker,chris marker,1962,4ce2b7b9372f0
952,Koyaanisqatsi,Koyaanisqatsi,koyaanisqatsi,Godfrey Reggio,godfrey reggio,1983,4ce2b735ae1c5
952,Stalker,Stalker,stalker,Andrei Tarkovsky,andrei tarkovsky,1979,4ce2b6bf3bbfd
952,"Thin Blue Line, The",The Thin Blue Line,the thin blue line,Errol Morris,errol morris,1989,4ce2b799d35c1
952,Up,Up,up,Pete Docter/Bob Peterson,pete docter/bob peterson,2009,4ce2b8c558855
895,Aleksandr Nevski,Aleksandr Nevski,aleksandr nevski,Sergei M Eisenstein,sergei m eisenstein,1938,4ce2b6bd36795
895,Au Hasard Balthazar,Au Hasard Balthazar,au hasard balthazar,Robert Bresson,robert bresson,1966,4ce2b6a44b82c
895,Berlin Alexanderplatz,Berlin Alexanderplatz,berlin alexanderplatz,Rainer Werner Fassbinder,rainer werner fassbinder,,4f4b9a8382524
895,Frenzy,Frenzy,frenzy,Alfred Hitchcock,alfred hitchcock,1972,4ce2b6aaa4c38
895,M,M,m,Fritz Lang,fritz lang,1931,4ce2b6af6aedd
895,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
895,Passion of Joan of Arc,Passion of Joan of Arc,passion of joan of arc,Carl Theodor Dreyer,carl theodor dreyer,1927,4ce2b754db651
895,"Round-Up, The",The Round-Up,the round-up,Miklos Jancso,miklos jancso,1966,4ce2b776255f6
895,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
895,Vivre Sa Vie,Vivre Sa Vie,vivre sa vie,Jean-Luc Godard,jean-luc godard,1962,4ce2b6ba057c9
835,Andrei Rublev,Andrei Rublev,andrei rublev,Andrei Tarkovsky,andrei tarkovsky,1966,4ce2b6b7433c1
835,Baraka,Baraka,baraka,Ron Fricke,ron fricke,1992,4ce2b7aa2f0fb
835,"Colour of Pomegranates, The",The Colour of Pomegranates,the colour of pomegranates,Sergei Parajanov,sergei parajanov,1968,4ce2b6e73c109
835,Csontváry,Csontváry,csontvary,Zoltán Huszárik,zoltan huszarik,1979,4ce2b69b90b75
835,"eclisse, L'",L'eclisse,l'eclisse,Michelangelo Antonioni,michelangelo antonioni,1962,4ce2b6a9624ac
835,Hiroshima Mon Amour,Hiroshima Mon Amour,hiroshima mon amour,Alain Resnais,alain resnais,1959,4ce2b6ac59a0b
835,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
835,Metropolis,Metropolis,metropolis,Fritz Lang,fritz lang,1927,4ce2b6b0544c6
835,Modern Times,Modern Times,modern times,Charles Chaplin,charles chaplin,1936,4ce2b6bbbf1e2
835,"Travelling Players, The",The Travelling Players,the travelling players,Theodoros Angelopoulos,theodoros angelopoulos,1975,4ce2b6b81dc84
819,Au Hasard Balthazar,Au Hasard Balthazar,au hasard balthazar,Robert Bresson,robert bresson,1966,4ce2b6a44b82c
819,Cosmopolis,Cosmopolis,cosmopolis,David Cronenberg,david cronenberg,,10125
819,Ikiru,Ikiru,ikiru,Akira Kurosawa,akira kurosawa,1952,4ce2b6ace592f
819,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles","Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles","jeanne dielman, 23 quai du commerce, 1080 bruxelles",Chantal Akerman,chantal akerman,1975,4ce2b73116007
819,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
819,"Règle du jeu, La",La Règle du jeu,la regle du jeu,Jean Renoir,jean renoir,1939,4ce2b6b41d658
819,Screen Tests,Screen Tests,screen tests,Andy Warhol,andy warhol,1965,4ce2b6b542fa8
819,Shoah,Shoah,shoah,Claude Lanzmann,claude lanzmann,1985,4ce2b76b0507b
819,Two or Three Things I Know About Her…,Two or Three Things I Know About Her…,two or three things i know about her…,Jean-Luc Godard,jean-luc godard,1967,4ce2b70b25114
819,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
321,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
321,"Battle of Algiers, The",The Battle of Algiers,the battle of algiers,Gillo Pontecorvo,gillo pontecorvo,1966,4ce2b6f24787d
321,Days of Heaven,Days of Heaven,days of heaven,Terrence Malick,terrence malick,1978,4ce2b6bcd514a
321,"Double Life of Veronique, The",The Double Life of Veronique,the double life of veronique,Krzysztof Kieslowski,krzysztof kieslowski,1991,4ce2b7ac4482a
321,Mulholland Dr,Mulholland Dr,mulholland dr,David Lynch,david lynch,2001,4ce2b8379038e
321,"Paris, Texas","Paris, Texas","paris, texas",Wim Wenders,wim wenders,1984,4ce2b69592ecf
321,Pierrot le Fou,Pierrot le Fou,pierrot le fou,Jean-Luc Godard,jean-luc godard,1965,4ce2b6b310bc0
321,Sunrise,Sunrise,sunrise,F. W. Murnau,f. w. murnau,1927,4ce2b6b7568ee
321,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
321,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
365,Blade Runner,Blade Runner,blade runner,Ridley Scott,ridley scott,1982,4ce2b69ac89d8
365,Casablanca,Casablanca,casablanca,Michael Curtiz,michael curtiz,1942,4ce2b82020179
365,Fires on the Plain,Fires on the Plain,fires on the plain,Kon Ichikawa,kon ichikawa,1959,4ce2b6b199511
365,"Godfather: Part I, The",The Godfather: Part I,the godfather: part i,Francis Ford Coppola,francis ford coppola,1972,4ce2b6ab4237b
365,"Good, the Bad and the Ugly, The","The Good, the Bad and the Ugly","the good, the bad and the ugly",Sergio Leone,sergio leone,1966,4ce2b6a6b65d6
365,"Jetée, La",La Jetée,la jetee,Chris Marker,chris marker,1962,4ce2b7b9372f0
365,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
365,Psycho,Psycho,psycho,Alfred Hitchcock,alfred hitchcock,1960,4ce2b6b39fc24
365,Reservoir Dogs,Reservoir Dogs,reservoir dogs,Quentin Tarantino,quentin tarantino,1991,4ce2b7ae5cbf0
365,"Wild Bunch, The",The Wild Bunch,the wild bunch,Sam Peckinpah,sam peckinpah,1969,4ce2b6bad3a0d
461,"Double Life of Veronique, The",The Double Life of Veronique,the double life of veronique,Krzysztof Kieslowski,krzysztof kieslowski,1991,4ce2b7ac4482a
461,In The Mood For Love,In The Mood For Love,in the mood for love,Wong Kar Wai,wong kar wai,2000,4ce2b8485aac9
461,"Paris, Texas","Paris, Texas","paris, texas",Wim Wenders,wim wenders,1984,4ce2b69592ecf
461,Persona,Persona,persona,Ingmar Bergman,ingmar bergman,1966,4ce2b6b2deaa5
461,Pickpocket,Pickpocket,pickpocket,Robert Bresson,robert bresson,1959,4ce2b6b30995b
461,Sans Soleil,Sans Soleil,sans soleil,Chris Marker,chris marker,1982,4ce2b7663dc08
461,"Spirit of the Beehive, The",The Spirit of the Beehive,the spirit of the beehive,Víctor Erice,victor erice,1973,4ce2b6a99de5f
461,Stalker,Stalker,stalker,Andrei Tarkovsky,andrei tarkovsky,1979,4ce2b6bf3bbfd
461,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
461,"Woman Under the Influence, A",A Woman Under the Influence,a woman under the influence,John Cassavetes,john cassavetes,1974,4ce2b6bb2414d
493,"Awful Truth, The",The Awful Truth,the awful truth,Leo McCarey,leo mccarey,1937,4ce2b6a476a8b
493,"General, The",The General,the general,Buster Keaton,buster keaton,1926,4ce2b6aae85f3
493,Histoire(s) du cinéma,Histoire(s) du cinéma,histoire(s) du cinema,Jean-Luc Godard,jean-luc godard,,10006
493,Imitation of Life,Imitation of Life,imitation of life,Douglas Sirk,douglas sirk,1959,4ce2b6ad028a9
493,"Maison des bois, La",La Maison des bois,la maison des bois,Maurice Pialat,maurice pialat,,10051
493,"Maman et la putain, La",La Maman et la putain,la maman et la putain,Jean Eustache,jean eustache,1973,4ce2b73f2ec00
493,"Night of the Hunter, The",The Night of the Hunter,the night of the hunter,Charles Laughton,charles laughton,1955,4ce2b6b185765
493,Twin Peaks,Twin Peaks,twin peaks,David Lynch,david lynch,,4f4ba0ddd73ac
493,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
493,Where is My Friend's House?,Where is My Friend's House?,where is my friend's house?,Abbas Kiarostami,abbas kiarostami,1989,4ce2b79e28ef5
587,Capitalism: Slavery,Capitalism: Slavery,capitalism: slavery,Ken Jacobs,ken jacobs,,10126
587,Dots,Dots,dots,Norman McLaren,norman mclaren,1940,4ce2b70e13e3d
587,Outer Space,Outer Space,outer space,Peter Tscherkassky,peter tscherkassky,2002,4ce2b8818b260
587,Pinocchio,Pinocchio,pinocchio,Ben Sharpsteen,ben sharpsteen,1940,4ce2b75843cbc
587,Please Say Something ,Please Say Something ,please say something ,David O'Reilly,david o'reilly,2009,4ce2b8ddaa519
587,Powers of Ten,Powers of Ten,powers of ten,Charles/Ray Earnes,charles/ray earnes,1968,4ce2b6de09c53
587,Revolver,Revolver,revolver,"Jonas Odell, Stig Bergkvist, Marti Ekstrand, Lars Olsson","jonas odell, stig bergkvist, marti ekstrand, lars olsson",1994,4ce2b7de57a09
587,"Sinking of the Lusitania, The",The Sinking of the Lusitania,the sinking of the lusitania,Winsor McCay,winsor mccay,1918,4ce2b6a34d973
587,Tango,Tango,tango,Zbigniew Rybczynski,zbigniew rybczynski,1980,4ce2b77707596
587,Yellow Submarine,Yellow Submarine,yellow submarine,George Dunning,george dunning,1968,4ce2b6bb52642
1156,Good Morning,Good Morning,good morning,Ozu Yasujirô ,ozu yasujiro ,1959,4ce2b6b1e17cf
1156,Journey to Italy,Journey to Italy,journey to italy,Roberto Rossellini,roberto rossellini,1954,4ce2b6b9d14d8
1156,"mépris, Le",Le mépris,le mepris,Jean-Luc Godard,jean-luc godard,1963,4ce2b6b049967
1156,Oki's Movie,Oki's Movie,oki's movie,Hong Sangsoo,hong sangsoo,2010,4de8bf387b345
1156,Pierrot le Fou,Pierrot le Fou,pierrot le fou,Jean-Luc Godard,jean-luc godard,1965,4ce2b6b310bc0
1156,Red River,Red River,red river,Howard Hawks/Arthur Rosson,howard hawks/arthur rosson,1947,4ce2b6b416034
1156,"Règle du jeu, La",La Règle du jeu,la regle du jeu,Jean Renoir,jean renoir,1939,4ce2b6b41d658
1156,Rio Bravo,Rio Bravo,rio bravo,Howard Hawks,howard hawks,1958,4ce2b6b461386
