sam-davies,Sam Davies,sam davies,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/sam-davies
terence-davies,Terence Davies,terence davies,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/terence-davies
glyn-davis,Glyn Davis,glyn davis,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/glyn-davis
nick-davis,Nick Davis,nick davis,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/nick-davis
sarah-dawson,Sarah Dawson,sarah dawson,critic,South Africa,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/sarah-dawson
tom-dawson,Tom Dawson,tom dawson,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/tom-dawson
annouchka-de-andrade,Annouchka De Andrade,annouchka de andrade,critic,Angola/France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/annouchka-de-andrade
eurico-de-barros,Eurico de Barros,eurico de barros,critic,Portugal,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/eurico-de-barros
marco-de-blois,Marco de Blois,marco de blois,critic,Canada,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/marco-de-blois
desiree-de-fez,Desirée de Fez,desiree de fez,critic,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/desiree-de-fez
gonzalo-de-lucas,Gonzalo de Lucas,gonzalo de lucas,critic,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/gonzalo-de-lucas
gonzalo-de-pedro,Gonzalo De Pedro,gonzalo de pedro,critic,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/gonzalo-de-pedro
nick-de-semlyen,Nick De Semlyen,nick de semlyen,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/nick-de-semlyen
phil-de-semlyen,Phil De Semlyen,phil de semlyen,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/phil-de-semlyen
peter-debruge,Peter Debruge,peter debruge,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/peter-debruge
clodualdo-doy-del-mundo,"Clodualdo (""Doy"") del Mundo","clodualdo (""doy"") del mundo",critic,Philippines,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/clodualdo-doy-del-mundo
guillermo-del-toro,Guillermo del Toro,guillermo del toro,director,Mexico,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/guillermo-del-toro
maria-delgado,Maria Delgado,maria delgado,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/maria-delgado
julie-delpy,Julie Delpy,julie delpy,director,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/julie-delpy
michel-demopoulos,Michel Demopoulos,michel demopoulos,critic,Greece,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/michel-demopoulos
anne-demy-geroe,Anne Demy-Geroe,anne demy-geroe,critic,Australia,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/anne-demy-geroe
eric-derobert,Éric Derobert,éric derobert,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/eric-derobert
catharine-des-forges,Catharine Des Forges,catharine des forges,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/catharine-des-forges
jemma-desai,Jemma Desai,jemma desai,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jemma-desai
rahul-desai,Rahul Desai,rahul desai,critic,India,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/rahul-desai
sophie-determan,Sophie Determan,sophie determan,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/sophie-determan
agnes-devictor,Agnes Devictor,agnes devictor,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/agnes-devictor
helen-dewitt,Helen DeWitt,helen dewitt,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/helen-dewitt
rhianna-dhillon,Rhianna Dhillon,rhianna dhillon,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/rhianna-dhillon
claire-diao,Claire Diao,claire diao,critic,France/Burkina Faso,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/claire-diao
yinan-diao,Yinan Diao,yinan diao,director,China,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/yinan-diao
andre-dias,André Dias,andre dias,critic,Portugal,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/andre-dias
miguel-dias,Miguel Dias,miguel dias,critic,Portugal,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/miguel-dias
alonso-diaz-de-la-vega,Alonso Díaz de la Vega,alonso diaz de la vega,critic,Mexico,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/alonso-diaz-de-la-vega
francisco-manuel-diaz,Francisco Manuel Díaz,francisco manuel diaz,critic,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/francisco-manuel-diaz
saul-dibb,Saul Dibb,saul dibb,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/saul-dibb
hope-dickson-leach,Hope  Dickson Leach,hope  dickson leach,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/hope-dickson-leach
diedrich-diederichsen,Diedrich Diederichsen,diedrich diederichsen,critic,Germany,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/diedrich-diederichsen
jon-dieringer,Jon Dieringer,jon dieringer,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jon-dieringer
mar-diestro-dopido,Mar Diestro-Dópido,mar diestro-dopido,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/mar-diestro-dopido
ernesto-diezmartinez,Ernesto Diezmartínez,ernesto diezmartinez,critic,Mexico,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/ernesto-diezmartinez
flavia-dima,Flavia Dima,flavia dima,critic,Romania,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/flavia-dima
toni-dimkov,Toni Dimkov,toni dimkov,critic,North Macedonia,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/toni-dimkov
molly-dineen,Molly Dineen,molly dineen,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/molly-dineen
rachael-disbury,Rachael Disbury,rachael disbury,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/rachael-disbury
bryony-dixon,Bryony Dixon,bryony dixon,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/bryony-dixon
wheeler-winston-dixon,Wheeler Winston Dixon,wheeler winston dixon,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/wheeler-winston-dixon
radmila-djurica,Radmila Djurica,radmila djurica,critic,Serbia,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/radmila-djurica
pete-docter,Pete Docter,pete docter,director,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/pete-docter
philip-dodd,Philip Dodd,philip dodd,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/philip-dodd
thomas-doherty,Thomas Doherty,thomas doherty,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/thomas-doherty
anton-dolin,Anton Dolin,anton dolin,critic,Russia,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/anton-dolin
jean-philippe-domecq,Jean-Philippe Domecq,jean-philippe domecq,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jean-philippe-domecq
juan-manuel-dominguez,Juan Manuel Domínguez,juan manuel dominguez,critic,Argentina,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/juan-manuel-dominguez
dennis-doros,Dennis Doros,dennis doros,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/dennis-doros
jason-dorwart,Jason Dorwart,jason dorwart,critic,USA/Hong Kong,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jason-dorwart
laura-dos-santos,Laura Dos Santos,laura dos santos,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/laura-dos-santos
jessica-driscoll,Jessica Driscoll,jessica driscoll,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jessica-driscoll
diana-drumm,Diana Drumm,diana drumm,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/diana-drumm
paul-duane,Paul Duane,paul duane,critic,Ireland,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/paul-duane
kit-duckworth,Kit Duckworth,kit duckworth,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/kit-duckworth
alex-dudok-de-wit,Alex Dudok de Wit,alex dudok de wit,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/alex-dudok-de-wit
michael-dudok-de-wit,Michaël Dudok de Wit,michael dudok de wit,director,,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/michael-dudok-de-wit
simon-duffy,Simon Duffy,simon duffy,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/simon-duffy
mark-duguid,Mark Duguid,mark duguid,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/mark-duguid
nenad-dukic,Nenad Dukić,nenad dukić,critic,Serbia,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/nenad-dukic
louise-dumas,Louise Dumas,louise dumas,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/louise-dumas
herve-dumont,Hervé Dumont,herve dumont,critic,Switzerland,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/herve-dumont
geoff-dunbar,Geoff Dunbar,geoff dunbar,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/geoff-dunbar
shivendra-singh-dungarpur,Shivendra Singh Dungarpur,shivendra singh dungarpur,critic,India,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/shivendra-singh-dungarpur
jamie-dunn,Jamie Dunn,jamie dunn,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jamie-dunn
cheryl-dunye,Cheryl Dunye,cheryl dunye,director,,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/cheryl-dunye
christophe-dupin,Christophe Dupin,christophe dupin,critic,Belgium,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/christophe-dupin
andres-duque,Andres Duque,andres duque,director,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/andres-duque
sean-durkin,Sean Durkin,sean durkin,director,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/sean-durkin
clea-duvall,Clea DuVall,clea duvall,director,,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/clea-duvall
shmulik-duvdevani,Shmulik Duvdevani,shmulik duvdevani,critic,Israel,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/shmulik-duvdevani
rachel-dwyer,Rachel Dwyer,rachel dwyer,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/rachel-dwyer
geoff-dyer,Geoff Dyer,geoff dyer,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/geoff-dyer
richard-dyer,Richard Dyer,richard dyer,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/richard-dyer
david-easteal,David Easteal,david easteal,director,Australia,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/david-easteal
bilge-ebiri,Bilge  Ebiri,bilge  ebiri,critic,Turkey/USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/bilge-ebiri
klaus-eder,Klaus Eder,klaus eder,critic,Germany,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/klaus-eder
dionne-edwards,Dionne Edwards,dionne edwards,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/dionne-edwards
edwin-edwin,Edwin Edwin,edwin edwin,director,Indonesia,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/edwin-edwin
amanda-egbe,Amanda Egbe,amanda egbe,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/amanda-egbe
robert-eggers,Robert Eggers,robert eggers,director,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/robert-eggers
atom-egoyan,Atom Egoyan,atom egoyan,director,Canada,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/atom-egoyan
david-ehrlich,David Ehrlich,david ehrlich,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/david-ehrlich
hossein-eidizadeh,Hossein Eidizadeh,hossein eidizadeh,critic,Iran,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/hossein-eidizadeh
pierre-eisenreich,Pierre Eisenreich,pierre eisenreich,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/pierre-eisenreich
kat-ellinger,Kat Ellinger,kat ellinger,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/kat-ellinger
amir-emary,Amir Emary,amir emary,critic,Egypt,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/amir-emary
ingemo-engstrom,Ingemo Engström,ingemo engstrom,director,Germany,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/ingemo-engstrom
mirasol-enriquez,Mirasol Enriquez,mirasol enriquez,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/mirasol-enriquez
kate-erbland,Kate Erbland,kate erbland,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/kate-erbland
glenn-erickson,Glenn Erickson,glenn erickson,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/glenn-erickson
karoline-eriksson,Karoline Eriksson,karoline eriksson,critic,Sweden,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/karoline-eriksson
angie-errigo,Angie Errigo,angie errigo,critic,USA/UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/angie-errigo
almudena-escobar-lopez,Almudena Escobar López,almudena escobar lopez,critic,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/almudena-escobar-lopez
cristobal-escobar,Cristóbal Escobar,cristobal escobar,critic,Chile,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/cristobal-escobar
carlos-escolano,Carlos Escolano,carlos escolano,critic,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/carlos-escolano
miquel-escudero-dieguez,Miquel Escudero Diéguez,miquel escudero dieguez,critic,Spain/Chile/France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/miquel-escudero-dieguez
arie-esiri,Arie Esiri,arie esiri,director,Nigeria,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/arie-esiri
chuko-esiri,Chuko Esiri,chuko esiri,director,Nigeria,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/chuko-esiri
lorenzo-esposito,Lorenzo Esposito,lorenzo esposito,critic,Italy,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/lorenzo-esposito
javier-h-estrada,Javier H. Estrada,javier h. estrada,critic,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/javier-h-estrada
oriol-estrada,Oriol Estrada,oriol estrada,director,Spain/Dominican Republic,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/oriol-estrada
swarnavel-eswaran-pillai,Swarnavel Eswaran Pillai,swarnavel eswaran pillai,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/swarnavel-eswaran-pillai
homer-etminani,Homer Etminani,homer etminani,director,Colombia/Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/homer-etminani
valerie-ettenhofer,Valerie Ettenhofer,valerie ettenhofer,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/valerie-ettenhofer
pierre-eugene,Pierre Eugène,pierre eugene,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/pierre-eugene
gareth-evans,Gareth Evans,gareth evans,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/gareth-evans
marian-evans,Marian Evans,marian evans,critic,New Zealand,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/marian-evans
john-ewing,John Ewing,john ewing,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/john-ewing
michael-ewins,Michael Ewins,michael ewins,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/michael-ewins
richard-eyre,Richard Eyre,richard eyre,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/richard-eyre
michelle-facey,Michelle Facey,michelle facey,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/michelle-facey
joseph-fahim,Joseph Fahim,joseph fahim,critic,Egypt,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/joseph-fahim
hazem-fahmy,Hazem Fahmy,hazem fahmy,critic,Egypt,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/hazem-fahmy
patrick-fahy,Patrick Fahy,patrick fahy,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/patrick-fahy
dan-and-edna-fainaru,Dan and Edna Fainaru,dan and edna fainaru,critic,Israel,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/dan-and-edna-fainaru
asghar-farhadi,Asghar Farhadi,asghar farhadi,director,Iran,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/asghar-farhadi
martin-farina,Martín Farina,martin farina,director,Argentina,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/martin-farina
gian-luca-farinelli,Gian Luca Farinelli,gian luca farinelli,critic,Italy,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/gian-luca-farinelli
jordan-farley,Jordan Farley,jordan farley,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jordan-farley
alberto-fasulo,Alberto Fasulo,alberto fasulo,director,Italy,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/alberto-fasulo
arman-fatic,Arman Fatić,arman fatić,critic,Bosnia and Herzegovina,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/arman-fatic
philippe-fauvel,Philippe FAUVEL,philippe fauvel,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/philippe-fauvel
mark-feeney,Mark Feeney,mark feeney,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/mark-feeney
paula-felix-didier,Paula Felix-Didier,paula felix-didier,critic,Argentina,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/paula-felix-didier
leslie-felperin,Leslie Felperin,leslie felperin,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/leslie-felperin
ilaria-feole,Ilaria Feole,ilaria feole,critic,Italy,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/ilaria-feole
wostry-ferenc,Wostry Ferenc,wostry ferenc,critic,Hungary,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/wostry-ferenc
zalaba-ferenc,Zalaba Ferenc,zalaba ferenc,critic,Hungary,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/zalaba-ferenc
cristina-fernandes,Cristina Fernandes,cristina fernandes,critic,Portugal,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/cristina-fernandes
elsa-fernandez-santos,Elsa Fernández-Santos,elsa fernandez-santos,critic,Spain,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/elsa-fernandez-santos
abel-ferrara,Abel Ferrara,abel ferrara,director,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/abel-ferrara
francisco-ferreira,Francisco Ferreira,francisco ferreira,critic,Portugal,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/francisco-ferreira
allyson-nadia-field,Allyson Nadia Field,allyson nadia field,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/allyson-nadia-field
gemma-files,Gemma Files,gemma files,critic,Canada,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/gemma-files
david-filipi,David Filipi,david filipi,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/david-filipi
jeanie-finlay,Jeanie Finlay,jeanie finlay,director,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jeanie-finlay
lorcan-finnegan,Lorcan Finnegan,lorcan finnegan,director,Ireland,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/lorcan-finnegan
nora-fiore,Nora Fiore,nora fiore,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/nora-fiore
beatrice-fiorentino,Beatrice Fiorentino,beatrice fiorentino,critic,Italy,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/beatrice-fiorentino
veronica-fitzpatrick,Veronica Fitzpatrick,veronica fitzpatrick,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/veronica-fitzpatrick
matthew-flanagan,Matthew Flanagan,matthew flanagan,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/matthew-flanagan
nicole-flattery,Nicole Flattery,nicole flattery,critic,Ireland,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/nicole-flattery
rosie-fletcher,Rosie Fletcher,rosie fletcher,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/rosie-fletcher
thomas-flew,Thomas Flew,thomas flew,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/thomas-flew
david-flint,David Flint,david flint,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/david-flint
lukas-foerster,Lukas Foerster,lukas foerster,critic,Germany,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/lukas-foerster
andreas-fontana,Andreas Fontana,andreas fontana,director,Switzerland ,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/andreas-fontana
cristina-formenti,Cristina Formenti,cristina formenti,critic,Italy,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/cristina-formenti
caroline-fournier,Caroline Fournier,caroline fournier,critic,Switzerland,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/caroline-fournier
william-fowler,William Fowler,william fowler,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/william-fowler
jason-fox,Jason Fox,jason fox,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jason-fox
neil-fox,Neil Fox,neil fox,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/neil-fox
steven-foxon,Steven Foxon,steven foxon,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/steven-foxon
michelangelo-frammartino,Michelangelo Frammartino,michelangelo frammartino,director,Italy,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/michelangelo-frammartino
marc-francis,Marc Francis,marc francis,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/marc-francis
lizzie-francke,Lizzie Francke,lizzie francke,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/lizzie-francke
guillermo-franco,Guillermo Franco,guillermo franco,critic,Argentina,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/guillermo-franco
michel-franco,Michel Franco,michel franco,director,Mexico,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/michel-franco
euan-franklin,Euan Franklin,euan franklin,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/euan-franklin
ian-freer,Ian Freer,ian freer,critic,UK,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/ian-freer
jean-michel-frodon,Jean-Michel Frodon,jean-michel frodon,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jean-michel-frodon
jose-fuentes-navarro,José Fuentes Navarro,jose fuentes navarro,critic,Argentina,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/jose-fuentes-navarro
koji-fukada,Kōji Fukada,koji fukada,director,Japan,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/koji-fukada
mihai-fulger,Mihai Fulger,mihai fulger,critic,Romania,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/mihai-fulger
graham-fuller,Graham Fuller,graham fuller,critic,UK/USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/graham-fuller
ka-ming-fung,Ka Ming Fung,ka ming fung,critic,Hong Kong,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/ka-ming-fung
carolyn-funk,Carolyn Funk,carolyn funk,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/carolyn-funk
karlo-funk,Karlo Funk,karlo funk,critic,Estonia,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/karlo-funk
filipe-furtado,Filipe Furtado,filipe furtado,critic,Brazil,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/filipe-furtado
molly-fusco,Molly Fusco,molly fusco,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/molly-fusco
ivan-gaal,Ivan Gaal,ivan gaal,director,Australia/Hungary,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/ivan-gaal
pierre-gabaston,Pierre Gabaston,pierre gabaston,critic,France,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/pierre-gabaston
soham-gadre,Soham Gadre,soham gadre,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/soham-gadre
rico-gagliano,Rico Gagliano,rico gagliano,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/rico-gagliano
kantarama-gahigiri,Kantarama Gahigiri,kantarama gahigiri,director,Rwanda,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/kantarama-gahigiri
tag-gallagher,Tag Gallagher,tag gallagher,critic,USA,https://www.bfi.org.uk/sight-and-sound/greatest-films-all-time/all-voters/tag-gallagher
