khadar-ayderus-ahmed,Director,10,The City of God,the city of god,2002,Fernando Meirelles,fernando meirelles
khadar-ayderus-ahmed,Director,10,Aujord'hui,aujord'hui,2012,Alain Gomis,alain gomis
omar-ahmed,Film Scholar & Curator ,10,Meghe Dhaka Tara,meghe dhaka tara,1960,Ritwik Ghatak,ritwik ghatak
omar-ahmed,Film Scholar & Curator ,10,Pickpocket,pickpocket,1959,Robert Bresson,robert bresson
omar-ahmed,Film Scholar & Curator ,10,Uski Roti / Our Daily Bread,uski roti / our daily bread,1969,Mani Kaul,mani kaul
omar-ahmed,Film Scholar & Curator ,10,Kaagaz Ke Phool,kaagaz ke phool,1959,Guru Dutt,guru dutt
omar-ahmed,Film Scholar & Curator ,10,Amma Ariyan,amma ariyan,1987,John Abraham,john abraham
omar-ahmed,Film Scholar & Curator ,10,Kummatty,kummatty,1980,G. Aravindan,g. aravindan
omar-ahmed,Film Scholar & Curator ,10,Gangs of Wasseypur,gangs of wasseypur,Anurag Kashyap,2012,2012
omar-ahmed,Film Scholar & Curator ,10,Court,court,2014,Chaitanya Tamhane,chaitanya tamhane
omar-ahmed,Film Scholar & Curator ,10,Thief,thief,1981,Michael Mann,michael mann
omar-ahmed,Film Scholar & Curator ,10,After Hours,after hours,1985,Martin Scorsese,martin scorsese
oris-aigbokhaevbolo,Writer/Critic,10,Citizen Kane,citizen kane,1941,Orson Welles,orson welles
oris-aigbokhaevbolo,Writer/Critic,10,The Apartment,the apartment,1960,Billy Wilder,billy wilder
oris-aigbokhaevbolo,Writer/Critic,10,Oldboy,oldboy,2003,Park Chan-wook,park chan-wook
oris-aigbokhaevbolo,Writer/Critic,10,The Godfather,the godfather,1972,Francis Ford Coppola,francis ford coppola
oris-aigbokhaevbolo,Writer/Critic,10,"This Is Not a Burial, It's a Resurrection","this is not a burial, it's a resurrection",2019,Lemohang Jeremiah Mosese,lemohang jeremiah mosese
oris-aigbokhaevbolo,Writer/Critic,10,There Will Be Blood,there will be blood,2007,Paul Thomas Anderson,paul thomas anderson
oris-aigbokhaevbolo,Writer/Critic,10,Sunset Blvd.,sunset blvd.,1950,Billy Wilder,billy wilder
oris-aigbokhaevbolo,Writer/Critic,10,Rashomon,rashomon,1950,Akira Kurosawa,akira kurosawa
oris-aigbokhaevbolo,Writer/Critic,10,Raging Bull,raging bull,1980,Martin Scorsese,martin scorsese
oris-aigbokhaevbolo,Writer/Critic,10,Viva Riva!,viva riva!,2010,Djo Tunda Wa Munga,djo tunda wa munga
karim-ainouz,Director,10,Fear Eats the Soul,fear eats the soul,1974,Rainer Werner Fassbinder,rainer werner fassbinder
karim-ainouz,Director,10,Imitation of Life,imitation of life,1959,Douglas Sirk,douglas sirk
karim-ainouz,Director,10,A Hora da Estrela,a hora da estrela,1985,Suzana Amaral,suzana amaral
karim-ainouz,Director,10,Un Chant d'Amour,un chant d'amour,1950,Jean Genet,jean genet
karim-ainouz,Director,10,Red Desert,red desert,1964,Michelangelo Antonioni,michelangelo antonioni
karim-ainouz,Director,10,News from Home,news from home,1976,Chantal Akerman,chantal akerman
karim-ainouz,Director,10,Happy Together,happy together,1997,Wong Kar Wai,wong kar wai
karim-ainouz,Director,10,A Woman under the Influence,a woman under the influence,1974,John Cassavetes,john cassavetes
karim-ainouz,Director,10,The Battle of Algiers,the battle of algiers,1966,Gillo Pontecorvo,gillo pontecorvo
karim-ainouz,Director,10,Titane,titane,2020,Julia Ducournau,julia ducournau
ian-aitken,Professor Emeritus,10,Vertigo,vertigo,1958,Alfred Hitchcock,alfred hitchcock
ian-aitken,Professor Emeritus,10,La Règle du jeu,la regle du jeu,1939,Jean Renoir,jean renoir
ian-aitken,Professor Emeritus,10,Battleship Potemkin,battleship potemkin,1925,Sergei M. Eisenstein,sergei m. eisenstein
ian-aitken,Professor Emeritus,10,Tokyo Story,tokyo story,1953,Yasujirō Ozu,yasujiro ozu
ian-aitken,Professor Emeritus,10,M,m,1931,Fritz Lang,fritz lang
ian-aitken,Professor Emeritus,10,The Godfather,the godfather,1972,Francis Ford Coppola,francis ford coppola
ian-aitken,Professor Emeritus,10,The Searchers,the searchers,1956,John Ford,john ford
ian-aitken,Professor Emeritus,10,Seven Samurai,seven samurai,1954,Akira Kurosawa,akira kurosawa
ian-aitken,Professor Emeritus,10,Rashomon,rashomon,1950,Akira Kurosawa,akira kurosawa
ian-aitken,Professor Emeritus,10,The Birds,the birds,1963,Alfred Hitchcock,alfred hitchcock
daisuke-akasaka,film critic,10,Der TOD DES EMPEDOKLES,der tod des empedokles,1987,"Jean-Marie Straub, Danièle Huillet","jean-marie straub, daniele huillet"
daisuke-akasaka,film critic,10,King Lear,king lear,1987,Jean-Luc Godard,jean-luc godard
daisuke-akasaka,film critic,10,Chichi Ariki,chichi ariki,1942,Yasujirō Ozu,yasujiro ozu
daisuke-akasaka,film critic,10,Koroshi No Rakuin,koroshi no rakuin,1967,Seijun Suzuki,seijun suzuki
daisuke-akasaka,film critic,10,Nordkalotte,nordkalotte,1991,Peter Nestler,peter nestler
daisuke-akasaka,film critic,10,De son appartement,de son appartement,2007,Jean-Claude Rousseau,jean-claude rousseau
daisuke-akasaka,film critic,10,Salomè,salome,1972,Carmelo Bene,carmelo bene
daisuke-akasaka,film critic,10,The River,the river,1951,Jean Renoir,jean renoir
daisuke-akasaka,film critic,10,Journey to Italy,journey to italy,1954,Roberto Rossellini,roberto rossellini
daisuke-akasaka,film critic,10,The Wedding March,the wedding march,1928,Erich von Stroheim,erich von stroheim
mania-akbari,Artist-Filmmaker and curator,10,Yek Ettefaq-E Sadeh,yek ettefaq-e sadeh,1973,Sohrab Shahid Saless,sohrab shahid saless
mania-akbari,Artist-Filmmaker and curator,10,Tabiat-E Bijan,tabiat-e bijan,1974,Sohrab Shahid Saless,sohrab shahid saless
mania-akbari,Artist-Filmmaker and curator,10,Sans Soleil,sans soleil,1982,Chris Marker,chris marker
mania-akbari,Artist-Filmmaker and curator,10,Cléo from 5 to 7,cleo from 5 to 7,1962,Agnès Varda,agnes varda
mania-akbari,Artist-Filmmaker and curator,10,No Home Movie,no home movie,2015,Chantal Akerman,chantal akerman
mania-akbari,Artist-Filmmaker and curator,10,"4 Luni, 3 Saptamini Si 2 Zile","4 luni, 3 saptamini si 2 zile",2007,Cristian Mungiu,cristian mungiu
mania-akbari,Artist-Filmmaker and curator,10,What Do Men Want?,what do men want?,1921,Lois Weber,lois weber
mania-akbari,Artist-Filmmaker and curator,10,Sieranevada,sieranevada,2016,Cristi Puiu,cristi puiu
mania-akbari,Artist-Filmmaker and curator,10,The Woman of Mystery,the woman of mystery,1914,Alice Guy,alice guy
mania-akbari,Artist-Filmmaker and curator,10,Disque 957,disque 957,1929,Germaine Dulac,germaine dulac
desiree-akhavan,Director,10,A Separation,a separation,2011,Asghar Farhadi,asghar farhadi
desiree-akhavan,Director,10,The Lobster,the lobster,2015,Yorgos Lanthimos,yorgos lanthimos
desiree-akhavan,Director,10,Black Girl,black girl,1965,Ousmane Sembène,ousmane sembene
desiree-akhavan,Director,10,À Ma Soeur!,a ma soeur!,2001,Catherine Breillat,catherine breillat
desiree-akhavan,Director,10,Adaptation.,adaptation.,2002,Spike Jonze,spike jonze
desiree-akhavan,Director,10,Fear Eats the Soul,fear eats the soul,1974,Rainer Werner Fassbinder,rainer werner fassbinder
desiree-akhavan,Director,10,When Harry Met Sally...,when harry met sally...,1989,Rob Reiner,rob reiner
desiree-akhavan,Director,10,Morvern Callar,morvern callar,2001,Lynne Ramsay,lynne ramsay
desiree-akhavan,Director,10,Persepolis,persepolis,2007,"Vincent Paronnaud, Marjane Satrapi","vincent paronnaud, marjane satrapi"
desiree-akhavan,Director,10,Roozi keh zan shodam,roozi keh zan shodam,2000,Marzieh Meshkini,marzieh meshkini
isra-al-kassi,Head of Programmes / Curator / Director ,10,Just Another Girl on the I.R.T.,just another girl on the i.r.t.,1992,Leslie Harris,leslie harris
isra-al-kassi,Head of Programmes / Curator / Director ,10,The Matrix,the matrix,1999,The Wachowskis,the wachowskis
isra-al-kassi,Head of Programmes / Curator / Director ,10,The Wild Party,the wild party,1929,Dorothy Arzner,dorothy arzner
isra-al-kassi,Head of Programmes / Curator / Director ,10,Fight Club,fight club,1999,David Fincher,david fincher
isra-al-kassi,Head of Programmes / Curator / Director ,10,Rope,rope,1948,Alfred Hitchcock,alfred hitchcock
isra-al-kassi,Head of Programmes / Curator / Director ,10,Seven Samurai,seven samurai,1954,Akira Kurosawa,akira kurosawa
isra-al-kassi,Head of Programmes / Curator / Director ,10,Gegen Die Wand,gegen die wand,2003,Fatih Akin,fatih akin
isra-al-kassi,Head of Programmes / Curator / Director ,10,Memento,memento,2000,Christopher Nolan,christopher nolan
isra-al-kassi,Head of Programmes / Curator / Director ,10,William Shakespeare's Romeo + Juliet,william shakespeare's romeo + juliet,1996,Baz Luhrmann,baz luhrmann
isra-al-kassi,Head of Programmes / Curator / Director ,10,Badkonak-E Sefid,badkonak-e sefid,1995,Jafar Panahi,jafar panahi
antoneta-alamat-kusijanovic,,10,Beau travail,beau travail,1998,Claire Denis,claire denis
antoneta-alamat-kusijanovic,,10,Fish Tank,fish tank,2009,Andrea Arnold,andrea arnold
antoneta-alamat-kusijanovic,,10,Teströl és lélekröl,testrol es lelekrol,2017,Ildikó Enyedi,ildiko enyedi
antoneta-alamat-kusijanovic,,10,The Piano,the piano,1992,Jane Campion,jane campion
antoneta-alamat-kusijanovic,,10,Blade Runner,blade runner,1982,Ridley Scott,ridley scott
antoneta-alamat-kusijanovic,,10,A Woman under the Influence,a woman under the influence,1974,John Cassavetes,john cassavetes
antoneta-alamat-kusijanovic,,10,Waltz With Bashir,waltz with bashir,2008,Ari Folman,ari folman
antoneta-alamat-kusijanovic,,10,Melancholia,melancholia,2011,Lars von Trier,lars von trier
antoneta-alamat-kusijanovic,,10,In the Mood for Love,in the mood for love,2000,Wong Kar Wai,wong kar wai
antoneta-alamat-kusijanovic,,10,Loveless,loveless,2017,Andrey Zvyagintsev,andrey zvyagintsev
antti-alanen,Film Programmer,10,Barque sortant du port / Boat Leaving the Port,barque sortant du port / boat leaving the port,1897,Louis Lumière,louis lumiere
antti-alanen,Film Programmer,10,Man with a Movie Camera,man with a movie camera,1929,Dziga Vertov,dziga vertov
antti-alanen,Film Programmer,10,City Lights,city lights,1931,Charles Chaplin,charles chaplin
antti-alanen,Film Programmer,10,Letter from an Unknown Woman,letter from an unknown woman,1948,Max Ophuls,max ophuls
